time_series,imu_COG_acc_x,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,stwa,veh_u
7.81,0,29.9037,30.7585,30.0067,30.856,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8551
7.812,0,29.9037,30.7585,30.0067,30.856,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8549
7.814,0,29.9037,30.7585,30.0067,30.856,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8547
7.816,0,29.9037,30.7585,30.0067,30.856,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8544
7.818,0,29.9037,30.7585,30.0067,30.856,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8542
7.82,0,29.9006,30.7553,30.0036,30.8529,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.854
7.822,0,29.9006,30.7553,30.0036,30.8529,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8538
7.824,0,29.9006,30.7553,30.0036,30.8529,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8536
7.826,0,29.9006,30.7553,30.0036,30.8529,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8534
7.828,0,29.9006,30.7553,30.0036,30.8529,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8532
7.83,0,29.8975,30.7522,30.0005,30.8497,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.853
7.832,0,29.8975,30.7522,30.0005,30.8497,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8528
7.834,0,29.8975,30.7522,30.0005,30.8497,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8526
7.836,0,29.8975,30.7522,30.0005,30.8497,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8524
7.838,0,29.8975,30.7522,30.0005,30.8497,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8522
7.84,0,29.8944,30.749,29.9974,30.8465,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.852
7.842,0,29.8944,30.749,29.9974,30.8465,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8518
7.844,0,29.8944,30.749,29.9974,30.8465,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8516
7.846,0,29.8944,30.749,29.9974,30.8465,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8514
7.848,0,29.8944,30.749,29.9974,30.8465,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8512
7.85,0,29.8913,30.7458,29.9943,30.8433,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.851
7.852,0,29.8913,30.7458,29.9943,30.8433,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8508
7.854,0,29.8913,30.7458,29.9943,30.8433,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8506
7.856,0,29.8913,30.7458,29.9943,30.8433,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8504
7.858,0,29.8913,30.7458,29.9943,30.8433,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8502
7.86,0,29.8883,30.7427,29.9913,30.8401,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.85
7.862,0,29.8883,30.7427,29.9913,30.8401,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8498
7.864,0,29.8883,30.7427,29.9913,30.8401,0,0,1.1184,1.1184,0,0,0,0,0.3002,9.8496
