time,veh_u,veh_v,model_TCN_lon_128.pt,model_TCN_lon_129.pt,model_TCN_lon_130.pt,model_TCN_lon_131.pt,model_TCN_lon_132.pt,model_TCN_lon_133.pt,model_TCN_lon_134.pt,model_TCN_lon_135.pt,model_TCN_lon_136.pt,model_TCN_lon_137.pt,model_TCN_lon_138.pt,model_TCN_lon_139.pt,model_TCN_lon_140.pt,model_TCN_lon_141.pt,model_TCN_lon_142.pt,model_TCN_lon_143.pt,model_TCN_lon_144.pt,model_TCN_lon_145.pt,model_TCN_lon_146.pt,model_TCN_lon_147.pt,model_TCN_lon_148.pt,model_TCN_lon_149.pt,model_TCN_lon_150.pt,model_TCN_lon_151.pt,model_TCN_lon_152.pt
0.0,0.02873,0.0,0.012476451694965363,-0.004799738526344299,-0.01745748519897461,-0.007147406227886677,0.012897245585918427,0.034682437777519226,0.005991149693727493,0.00778411328792572,-0.00851789116859436,-0.007506519556045532,0.00903235375881195,0.005963131785392761,0.002502620220184326,0.052150264382362366,0.009539209306240082,-0.009312346577644348,0.01502593606710434,0.02400544285774231,-0.010226070880889893,-0.02666836977005005,-0.0038856565952301025,0.03126581013202667,0.023136740550398827,-0.007927298545837402,0.033333227038383484
0.01,0.02754,0.0,0.012476451694965363,-0.004799738526344299,-0.01745748519897461,-0.007147406227886677,0.012897245585918427,0.034682437777519226,0.005991149693727493,0.00778411328792572,-0.00851789116859436,-0.007506519556045532,0.00903235375881195,0.005963131785392761,0.002502620220184326,0.052150264382362366,0.009539209306240082,-0.009312346577644348,0.01502593606710434,0.02400544285774231,-0.010226070880889893,-0.02666836977005005,-0.0038856565952301025,0.03126581013202667,0.023136740550398827,-0.007927298545837402,0.033333227038383484
0.02,0.02624,0.0,0.012476451694965363,-0.004799738526344299,-0.01745748519897461,-0.007147406227886677,0.012897245585918427,0.034682437777519226,0.005991149693727493,0.00778411328792572,-0.00851789116859436,-0.007506519556045532,0.00903235375881195,0.005963131785392761,0.002502620220184326,0.052150264382362366,0.009539209306240082,-0.009312346577644348,0.01502593606710434,0.02400544285774231,-0.010226070880889893,-0.02666836977005005,-0.0038856565952301025,0.03126581013202667,0.023136740550398827,-0.007927298545837402,0.033333227038383484
0.03,0.02485,0.0,0.012476451694965363,-0.004799738526344299,-0.01745748519897461,-0.007147406227886677,0.012897245585918427,0.034682437777519226,0.005991149693727493,0.00778411328792572,-0.00851789116859436,-0.007506519556045532,0.00903235375881195,0.005963131785392761,0.002502620220184326,0.052150264382362366,0.009539209306240082,-0.009312346577644348,0.01502593606710434,0.02400544285774231,-0.010226070880889893,-0.02666836977005005,-0.0038856565952301025,0.03126581013202667,0.023136740550398827,-0.007927298545837402,0.033333227038383484
0.04,0.02337,0.0,0.012476451694965363,-0.004799738526344299,-0.01745748519897461,-0.007147406227886677,0.012897245585918427,0.034682437777519226,0.005991149693727493,0.00778411328792572,-0.00851789116859436,-0.007506519556045532,0.00903235375881195,0.005963131785392761,0.002502620220184326,0.052150264382362366,0.009539209306240082,-0.009312346577644348,0.01502593606710434,0.02400544285774231,-0.010226070880889893,-0.02666836977005005,-0.0038856565952301025,0.03126581013202667,0.023136740550398827,-0.007927298545837402,0.033333227038383484
0.05,0.0218,0.0,0.012476451694965363,-0.004799738526344299,-0.01745748519897461,-0.007147406227886677,0.012897245585918427,0.034682437777519226,0.005991149693727493,0.00778411328792572,-0.00851789116859436,-0.007506519556045532,0.00903235375881195,0.005963131785392761,0.002502620220184326,0.052150264382362366,0.009539209306240082,-0.009312346577644348,0.01502593606710434,0.02400544285774231,-0.010226070880889893,-0.02666836977005005,-0.0038856565952301025,0.03126581013202667,0.023136740550398827,-0.007927298545837402,0.033333227038383484
0.06,0.02015,0.0,0.012476451694965363,-0.004799738526344299,-0.01745748519897461,-0.007147406227886677,0.012897245585918427,0.034682437777519226,0.005991149693727493,0.00778411328792572,-0.00851789116859436,-0.007506519556045532,0.00903235375881195,0.005963131785392761,0.002502620220184326,0.052150264382362366,0.009539209306240082,-0.009312346577644348,0.01502593606710434,0.02400544285774231,-0.010226070880889893,-0.02666836977005005,-0.0038856565952301025,0.03126581013202667,0.023136740550398827,-0.007927298545837402,0.033333227038383484
0.07,0.01842,0.0,0.012476451694965363,-0.004799738526344299,-0.01745748519897461,-0.007147406227886677,0.012897245585918427,0.034682437777519226,0.005991149693727493,0.00778411328792572,-0.00851789116859436,-0.007506519556045532,0.00903235375881195,0.005963131785392761,0.002502620220184326,0.052150264382362366,0.009539209306240082,-0.009312346577644348,0.01502593606710434,0.02400544285774231,-0.010226070880889893,-0.02666836977005005,-0.0038856565952301025,0.03126581013202667,0.023136740550398827,-0.007927298545837402,0.033333227038383484
0.08,0.01664,0.0,0.012476451694965363,-0.004799738526344299,-0.01745748519897461,-0.007147406227886677,0.012897245585918427,0.034682437777519226,0.005991149693727493,0.00778411328792572,-0.00851789116859436,-0.007506519556045532,0.00903235375881195,0.005963131785392761,0.002502620220184326,0.052150264382362366,0.009539209306240082,-0.009312346577644348,0.01502593606710434,0.02400544285774231,-0.010226070880889893,-0.02666836977005005,-0.0038856565952301025,0.03126581013202667,0.023136740550398827,-0.007927298545837402,0.033333227038383484
0.09,0.0148,0.0,0.012476451694965363,-0.004799738526344299,-0.01745748519897461,-0.007147406227886677,0.012897245585918427,0.034682437777519226,0.005991149693727493,0.00778411328792572,-0.00851789116859436,-0.007506519556045532,0.00903235375881195,0.005963131785392761,0.002502620220184326,0.052150264382362366,0.009539209306240082,-0.009312346577644348,0.01502593606710434,0.02400544285774231,-0.010226070880889893,-0.02666836977005005,-0.0038856565952301025,0.03126581013202667,0.023136740550398827,-0.007927298545837402,0.033333227038383484
