time,model_GRU_lon_0.pt,model_GRU_lon_1.pt,model_GRU_lon_10.pt,model_GRU_lon_11.pt,model_GRU_lon_12.pt,model_GRU_lon_13.pt,model_GRU_lon_14.pt,model_GRU_lon_15.pt,model_GRU_lon_16.pt,model_GRU_lon_17.pt,model_GRU_lon_18.pt,model_GRU_lon_19.pt,model_GRU_lon_2.pt,model_GRU_lon_20.pt,model_GRU_lon_21.pt,model_GRU_lon_22.pt,model_GRU_lon_23.pt,model_GRU_lon_24.pt,model_GRU_lon_3.pt,model_GRU_lon_4.pt,model_GRU_lon_5.pt,model_GRU_lon_6.pt,model_GRU_lon_7.pt,model_GRU_lon_8.pt,model_GRU_lon_9.pt,veh_u,veh_v
0.0,0.3707578778266907,0.5985848903656006,0.3029189705848694,0.3740241229534149,0.17479871213436127,0.5028325319290161,0.6039802432060242,0.3032580316066742,0.32098695635795593,0.31807565689086914,0.460318386554718,0.5327051281929016,0.5502963662147522,0.2146090418100357,0.23356026411056519,0.3562980890274048,0.4075433015823364,0.9978627562522888,0.6389955878257751,0.2812686264514923,0.3619494140148163,0.38711410760879517,0.4778709411621094,0.2142551839351654,0.31877976655960083,0.0,0.0047
0.01,0.3707578778266907,0.5985848903656006,0.3029189705848694,0.3740241229534149,0.17479871213436127,0.5028325319290161,0.6039802432060242,0.3032580316066742,0.32098695635795593,0.31807565689086914,0.460318386554718,0.5327051281929016,0.5502963662147522,0.2146090418100357,0.23356026411056519,0.3562980890274048,0.4075433015823364,0.9978627562522888,0.6389955878257751,0.2812686264514923,0.3619494140148163,0.38711410760879517,0.4778709411621094,0.2142551839351654,0.31877976655960083,0.0,0.00433
0.02,0.3707578778266907,0.5985848903656006,0.3029189705848694,0.3740241229534149,0.17479871213436127,0.5028325319290161,0.6039802432060242,0.3032580316066742,0.32098695635795593,0.31807565689086914,0.460318386554718,0.5327051281929016,0.5502963662147522,0.2146090418100357,0.23356026411056519,0.3562980890274048,0.4075433015823364,0.9978627562522888,0.6389955878257751,0.2812686264514923,0.3619494140148163,0.38711410760879517,0.4778709411621094,0.2142551839351654,0.31877976655960083,0.0,0.00397
0.03,0.3707578778266907,0.5985848903656006,0.3029189705848694,0.3740241229534149,0.17479871213436127,0.5028325319290161,0.6039802432060242,0.3032580316066742,0.32098695635795593,0.31807565689086914,0.460318386554718,0.5327051281929016,0.5502963662147522,0.2146090418100357,0.23356026411056519,0.3562980890274048,0.4075433015823364,0.9978627562522888,0.6389955878257751,0.2812686264514923,0.3619494140148163,0.38711410760879517,0.4778709411621094,0.2142551839351654,0.31877976655960083,0.0,0.00362
0.04,0.3707578778266907,0.5985848903656006,0.3029189705848694,0.3740241229534149,0.17479871213436127,0.5028325319290161,0.6039802432060242,0.3032580316066742,0.32098695635795593,0.31807565689086914,0.460318386554718,0.5327051281929016,0.5502963662147522,0.2146090418100357,0.23356026411056519,0.3562980890274048,0.4075433015823364,0.9978627562522888,0.6389955878257751,0.2812686264514923,0.3619494140148163,0.38711410760879517,0.4778709411621094,0.2142551839351654,0.31877976655960083,0.0,0.00327
0.05,0.3707578778266907,0.5985848903656006,0.3029189705848694,0.3740241229534149,0.17479871213436127,0.5028325319290161,0.6039802432060242,0.3032580316066742,0.32098695635795593,0.31807565689086914,0.460318386554718,0.5327051281929016,0.5502963662147522,0.2146090418100357,0.23356026411056519,0.3562980890274048,0.4075433015823364,0.9978627562522888,0.6389955878257751,0.2812686264514923,0.3619494140148163,0.38711410760879517,0.4778709411621094,0.2142551839351654,0.31877976655960083,0.0,0.00294
0.06,0.3707578778266907,0.5985848903656006,0.3029189705848694,0.3740241229534149,0.17479871213436127,0.5028325319290161,0.6039802432060242,0.3032580316066742,0.32098695635795593,0.31807565689086914,0.460318386554718,0.5327051281929016,0.5502963662147522,0.2146090418100357,0.23356026411056519,0.3562980890274048,0.4075433015823364,0.9978627562522888,0.6389955878257751,0.2812686264514923,0.3619494140148163,0.38711410760879517,0.4778709411621094,0.2142551839351654,0.31877976655960083,0.0,0.00263
0.07,0.3707578778266907,0.5985848903656006,0.3029189705848694,0.3740241229534149,0.17479871213436127,0.5028325319290161,0.6039802432060242,0.3032580316066742,0.32098695635795593,0.31807565689086914,0.460318386554718,0.5327051281929016,0.5502963662147522,0.2146090418100357,0.23356026411056519,0.3562980890274048,0.4075433015823364,0.9978627562522888,0.6389955878257751,0.2812686264514923,0.3619494140148163,0.38711410760879517,0.4778709411621094,0.2142551839351654,0.31877976655960083,0.0,0.00233
0.08,0.3707578778266907,0.5985848903656006,0.3029189705848694,0.3740241229534149,0.17479871213436127,0.5028325319290161,0.6039802432060242,0.3032580316066742,0.32098695635795593,0.31807565689086914,0.460318386554718,0.5327051281929016,0.5502963662147522,0.2146090418100357,0.23356026411056519,0.3562980890274048,0.4075433015823364,0.9978627562522888,0.6389955878257751,0.2812686264514923,0.3619494140148163,0.38711410760879517,0.4778709411621094,0.2142551839351654,0.31877976655960083,0.0,0.00204
0.09,0.3707578778266907,0.5985848903656006,0.3029189705848694,0.3740241229534149,0.17479871213436127,0.5028325319290161,0.6039802432060242,0.3032580316066742,0.32098695635795593,0.31807565689086914,0.460318386554718,0.5327051281929016,0.5502963662147522,0.2146090418100357,0.23356026411056519,0.3562980890274048,0.4075433015823364,0.9978627562522888,0.6389955878257751,0.2812686264514923,0.3619494140148163,0.38711410760879517,0.4778709411621094,0.2142551839351654,0.31877976655960083,0.0,0.00178
