ID;model_type;d_model;dim_ff;num_of_layers;nhead;sequence_size;input_size;output_size;input_id;step_size;dropout
1764;Transformer;64;192;4;4;180;12;1;2;5;0.1
1765;Transformer;64;256;4;4;180;12;1;2;5;0.1
1766;Transformer;128;256;4;4;180;12;1;2;5;0.1
1767;Transformer;128;384;4;4;180;12;1;2;5;0.1
1768;Transformer;128;512;4;4;180;12;1;2;5;0.1
1769;Transformer;32;64;2;8;180;12;1;2;5;0.1
1770;Transformer;32;96;2;8;180;12;1;2;5;0.1
1771;Transformer;32;128;2;8;180;12;1;2;5;0.1
1772;Transformer;64;128;2;8;180;12;1;2;5;0.1
1773;Transformer;64;192;2;8;180;12;1;2;5;0.1
1774;Transformer;64;256;2;8;180;12;1;2;5;0.1
1775;Transformer;128;256;2;8;180;12;1;2;5;0.1
1776;Transformer;128;384;2;8;180;12;1;2;5;0.1
1777;Transformer;128;512;2;8;180;12;1;2;5;0.1
1778;Transformer;32;64;3;8;180;12;1;2;5;0.1
1779;Transformer;32;96;3;8;180;12;1;2;5;0.1
1780;Transformer;32;128;3;8;180;12;1;2;5;0.1
1781;Transformer;64;128;3;8;180;12;1;2;5;0.1
1782;Transformer;64;192;3;8;180;12;1;2;5;0.1
1783;Transformer;64;256;3;8;180;12;1;2;5;0.1
1784;Transformer;128;256;3;8;180;12;1;2;5;0.1
1785;Transformer;128;384;3;8;180;12;1;2;5;0.1
1786;Transformer;128;512;3;8;180;12;1;2;5;0.1
1787;Transformer;32;64;4;8;180;12;1;2;5;0.1
1788;Transformer;32;96;4;8;180;12;1;2;5;0.1
1789;Transformer;32;128;4;8;180;12;1;2;5;0.1
1790;Transformer;64;128;4;8;180;12;1;2;5;0.1
1791;Transformer;64;192;4;8;180;12;1;2;5;0.1
1792;Transformer;64;256;4;8;180;12;1;2;5;0.1
1793;Transformer;128;256;4;8;180;12;1;2;5;0.1
1794;Transformer;128;384;4;8;180;12;1;2;5;0.1
1795;Transformer;128;512;4;8;180;12;1;2;5;0.1
1796;Transformer;32;64;2;2;190;12;1;2;5;0.1
1797;Transformer;32;96;2;2;190;12;1;2;5;0.1
1798;Transformer;32;128;2;2;190;12;1;2;5;0.1
1799;Transformer;64;128;2;2;190;12;1;2;5;0.1
1800;Transformer;64;192;2;2;190;12;1;2;5;0.1
1801;Transformer;64;256;2;2;190;12;1;2;5;0.1
1802;Transformer;128;256;2;2;190;12;1;2;5;0.1
1803;Transformer;128;384;2;2;190;12;1;2;5;0.1
1804;Transformer;128;512;2;2;190;12;1;2;5;0.1
1805;Transformer;32;64;3;2;190;12;1;2;5;0.1
1806;Transformer;32;96;3;2;190;12;1;2;5;0.1
1807;Transformer;32;128;3;2;190;12;1;2;5;0.1
1808;Transformer;64;128;3;2;190;12;1;2;5;0.1
1809;Transformer;64;192;3;2;190;12;1;2;5;0.1
1810;Transformer;64;256;3;2;190;12;1;2;5;0.1
1811;Transformer;128;256;3;2;190;12;1;2;5;0.1
1812;Transformer;128;384;3;2;190;12;1;2;5;0.1
1813;Transformer;128;512;3;2;190;12;1;2;5;0.1
1814;Transformer;32;64;4;2;190;12;1;2;5;0.1
1815;Transformer;32;96;4;2;190;12;1;2;5;0.1
1816;Transformer;32;128;4;2;190;12;1;2;5;0.1
1817;Transformer;64;128;4;2;190;12;1;2;5;0.1
1818;Transformer;64;192;4;2;190;12;1;2;5;0.1
1819;Transformer;64;256;4;2;190;12;1;2;5;0.1
1820;Transformer;128;256;4;2;190;12;1;2;5;0.1
1821;Transformer;128;384;4;2;190;12;1;2;5;0.1
1822;Transformer;128;512;4;2;190;12;1;2;5;0.1
1823;Transformer;32;64;2;4;190;12;1;2;5;0.1
1824;Transformer;32;96;2;4;190;12;1;2;5;0.1
1825;Transformer;32;128;2;4;190;12;1;2;5;0.1
1826;Transformer;64;128;2;4;190;12;1;2;5;0.1
1827;Transformer;64;192;2;4;190;12;1;2;5;0.1
1828;Transformer;64;256;2;4;190;12;1;2;5;0.1
1829;Transformer;128;256;2;4;190;12;1;2;5;0.1
1830;Transformer;128;384;2;4;190;12;1;2;5;0.1
1831;Transformer;128;512;2;4;190;12;1;2;5;0.1
1832;Transformer;32;64;3;4;190;12;1;2;5;0.1
1833;Transformer;32;96;3;4;190;12;1;2;5;0.1
1834;Transformer;32;128;3;4;190;12;1;2;5;0.1
1835;Transformer;64;128;3;4;190;12;1;2;5;0.1
1836;Transformer;64;192;3;4;190;12;1;2;5;0.1
1837;Transformer;64;256;3;4;190;12;1;2;5;0.1
1838;Transformer;128;256;3;4;190;12;1;2;5;0.1
1839;Transformer;128;384;3;4;190;12;1;2;5;0.1
1840;Transformer;128;512;3;4;190;12;1;2;5;0.1
1841;Transformer;32;64;4;4;190;12;1;2;5;0.1
1842;Transformer;32;96;4;4;190;12;1;2;5;0.1
1843;Transformer;32;128;4;4;190;12;1;2;5;0.1
1844;Transformer;64;128;4;4;190;12;1;2;5;0.1
1845;Transformer;64;192;4;4;190;12;1;2;5;0.1
1846;Transformer;64;256;4;4;190;12;1;2;5;0.1
1847;Transformer;128;256;4;4;190;12;1;2;5;0.1
1848;Transformer;128;384;4;4;190;12;1;2;5;0.1
1849;Transformer;128;512;4;4;190;12;1;2;5;0.1
1850;Transformer;32;64;2;8;190;12;1;2;5;0.1
1851;Transformer;32;96;2;8;190;12;1;2;5;0.1
1852;Transformer;32;128;2;8;190;12;1;2;5;0.1
1853;Transformer;64;128;2;8;190;12;1;2;5;0.1
1854;Transformer;64;192;2;8;190;12;1;2;5;0.1
1855;Transformer;64;256;2;8;190;12;1;2;5;0.1
1856;Transformer;128;256;2;8;190;12;1;2;5;0.1
1857;Transformer;128;384;2;8;190;12;1;2;5;0.1
1858;Transformer;128;512;2;8;190;12;1;2;5;0.1
1859;Transformer;32;64;3;8;190;12;1;2;5;0.1
1860;Transformer;32;96;3;8;190;12;1;2;5;0.1
1861;Transformer;32;128;3;8;190;12;1;2;5;0.1
1862;Transformer;64;128;3;8;190;12;1;2;5;0.1
1863;Transformer;64;192;3;8;190;12;1;2;5;0.1
1864;Transformer;64;256;3;8;190;12;1;2;5;0.1
1865;Transformer;128;256;3;8;190;12;1;2;5;0.1
1866;Transformer;128;384;3;8;190;12;1;2;5;0.1
1867;Transformer;128;512;3;8;190;12;1;2;5;0.1
1868;Transformer;32;64;4;8;190;12;1;2;5;0.1
1869;Transformer;32;96;4;8;190;12;1;2;5;0.1
1870;Transformer;32;128;4;8;190;12;1;2;5;0.1
1871;Transformer;64;128;4;8;190;12;1;2;5;0.1
1872;Transformer;64;192;4;8;190;12;1;2;5;0.1
1873;Transformer;64;256;4;8;190;12;1;2;5;0.1
1874;Transformer;128;256;4;8;190;12;1;2;5;0.1
1875;Transformer;128;384;4;8;190;12;1;2;5;0.1
1876;Transformer;128;512;4;8;190;12;1;2;5;0.1
1877;Transformer;32;64;2;2;200;12;1;2;5;0.1
1878;Transformer;32;96;2;2;200;12;1;2;5;0.1
1879;Transformer;32;128;2;2;200;12;1;2;5;0.1
1880;Transformer;64;128;2;2;200;12;1;2;5;0.1
1881;Transformer;64;192;2;2;200;12;1;2;5;0.1
1882;Transformer;64;256;2;2;200;12;1;2;5;0.1
1883;Transformer;128;256;2;2;200;12;1;2;5;0.1
1884;Transformer;128;384;2;2;200;12;1;2;5;0.1
1885;Transformer;128;512;2;2;200;12;1;2;5;0.1
1886;Transformer;32;64;3;2;200;12;1;2;5;0.1
1887;Transformer;32;96;3;2;200;12;1;2;5;0.1
1888;Transformer;32;128;3;2;200;12;1;2;5;0.1
1889;Transformer;64;128;3;2;200;12;1;2;5;0.1
1890;Transformer;64;192;3;2;200;12;1;2;5;0.1
1891;Transformer;64;256;3;2;200;12;1;2;5;0.1
1892;Transformer;128;256;3;2;200;12;1;2;5;0.1
1893;Transformer;128;384;3;2;200;12;1;2;5;0.1
1894;Transformer;128;512;3;2;200;12;1;2;5;0.1
1895;Transformer;32;64;4;2;200;12;1;2;5;0.1
1896;Transformer;32;96;4;2;200;12;1;2;5;0.1
1897;Transformer;32;128;4;2;200;12;1;2;5;0.1
1898;Transformer;64;128;4;2;200;12;1;2;5;0.1
1899;Transformer;64;192;4;2;200;12;1;2;5;0.1
1900;Transformer;64;256;4;2;200;12;1;2;5;0.1
1901;Transformer;128;256;4;2;200;12;1;2;5;0.1
1902;Transformer;128;384;4;2;200;12;1;2;5;0.1
1903;Transformer;128;512;4;2;200;12;1;2;5;0.1
1904;Transformer;32;64;2;4;200;12;1;2;5;0.1
1905;Transformer;32;96;2;4;200;12;1;2;5;0.1
1906;Transformer;32;128;2;4;200;12;1;2;5;0.1
1907;Transformer;64;128;2;4;200;12;1;2;5;0.1
1908;Transformer;64;192;2;4;200;12;1;2;5;0.1
1909;Transformer;64;256;2;4;200;12;1;2;5;0.1
1910;Transformer;128;256;2;4;200;12;1;2;5;0.1
1911;Transformer;128;384;2;4;200;12;1;2;5;0.1
1912;Transformer;128;512;2;4;200;12;1;2;5;0.1
1913;Transformer;32;64;3;4;200;12;1;2;5;0.1
1914;Transformer;32;96;3;4;200;12;1;2;5;0.1
1915;Transformer;32;128;3;4;200;12;1;2;5;0.1
1916;Transformer;64;128;3;4;200;12;1;2;5;0.1
1917;Transformer;64;192;3;4;200;12;1;2;5;0.1
1918;Transformer;64;256;3;4;200;12;1;2;5;0.1
1919;Transformer;128;256;3;4;200;12;1;2;5;0.1
1920;Transformer;128;384;3;4;200;12;1;2;5;0.1
1921;Transformer;128;512;3;4;200;12;1;2;5;0.1
1922;Transformer;32;64;4;4;200;12;1;2;5;0.1
1923;Transformer;32;96;4;4;200;12;1;2;5;0.1
1924;Transformer;32;128;4;4;200;12;1;2;5;0.1
1925;Transformer;64;128;4;4;200;12;1;2;5;0.1
1926;Transformer;64;192;4;4;200;12;1;2;5;0.1
1927;Transformer;64;256;4;4;200;12;1;2;5;0.1
1928;Transformer;128;256;4;4;200;12;1;2;5;0.1
1929;Transformer;128;384;4;4;200;12;1;2;5;0.1
1930;Transformer;128;512;4;4;200;12;1;2;5;0.1
1931;Transformer;32;64;2;8;200;12;1;2;5;0.1
1932;Transformer;32;96;2;8;200;12;1;2;5;0.1
1933;Transformer;32;128;2;8;200;12;1;2;5;0.1
1934;Transformer;64;128;2;8;200;12;1;2;5;0.1
1935;Transformer;64;192;2;8;200;12;1;2;5;0.1
1936;Transformer;64;256;2;8;200;12;1;2;5;0.1
1937;Transformer;128;256;2;8;200;12;1;2;5;0.1
1938;Transformer;128;384;2;8;200;12;1;2;5;0.1
1939;Transformer;128;512;2;8;200;12;1;2;5;0.1
1940;Transformer;32;64;3;8;200;12;1;2;5;0.1
1941;Transformer;32;96;3;8;200;12;1;2;5;0.1
1942;Transformer;32;128;3;8;200;12;1;2;5;0.1
1943;Transformer;64;128;3;8;200;12;1;2;5;0.1
1944;Transformer;64;192;3;8;200;12;1;2;5;0.1
1945;Transformer;64;256;3;8;200;12;1;2;5;0.1
1946;Transformer;128;256;3;8;200;12;1;2;5;0.1
1947;Transformer;128;384;3;8;200;12;1;2;5;0.1
1948;Transformer;128;512;3;8;200;12;1;2;5;0.1
1949;Transformer;32;64;4;8;200;12;1;2;5;0.1
1950;Transformer;32;96;4;8;200;12;1;2;5;0.1
1951;Transformer;32;128;4;8;200;12;1;2;5;0.1
1952;Transformer;64;128;4;8;200;12;1;2;5;0.1
1953;Transformer;64;192;4;8;200;12;1;2;5;0.1
1954;Transformer;64;256;4;8;200;12;1;2;5;0.1
1955;Transformer;128;256;4;8;200;12;1;2;5;0.1
1956;Transformer;128;384;4;8;200;12;1;2;5;0.1
1957;Transformer;128;512;4;8;200;12;1;2;5;0.1
1958;Transformer;32;64;2;2;210;12;1;2;5;0.1
1959;Transformer;32;96;2;2;210;12;1;2;5;0.1
1960;Transformer;32;128;2;2;210;12;1;2;5;0.1
1961;Transformer;64;128;2;2;210;12;1;2;5;0.1
1962;Transformer;64;192;2;2;210;12;1;2;5;0.1
1963;Transformer;64;256;2;2;210;12;1;2;5;0.1
1964;Transformer;128;256;2;2;210;12;1;2;5;0.1
1965;Transformer;128;384;2;2;210;12;1;2;5;0.1
1966;Transformer;128;512;2;2;210;12;1;2;5;0.1
1967;Transformer;32;64;3;2;210;12;1;2;5;0.1
1968;Transformer;32;96;3;2;210;12;1;2;5;0.1
1969;Transformer;32;128;3;2;210;12;1;2;5;0.1
1970;Transformer;64;128;3;2;210;12;1;2;5;0.1
1971;Transformer;64;192;3;2;210;12;1;2;5;0.1
1972;Transformer;64;256;3;2;210;12;1;2;5;0.1
1973;Transformer;128;256;3;2;210;12;1;2;5;0.1
1974;Transformer;128;384;3;2;210;12;1;2;5;0.1
1975;Transformer;128;512;3;2;210;12;1;2;5;0.1
1976;Transformer;32;64;4;2;210;12;1;2;5;0.1
1977;Transformer;32;96;4;2;210;12;1;2;5;0.1
1978;Transformer;32;128;4;2;210;12;1;2;5;0.1
1979;Transformer;64;128;4;2;210;12;1;2;5;0.1
1980;Transformer;64;192;4;2;210;12;1;2;5;0.1
1981;Transformer;64;256;4;2;210;12;1;2;5;0.1
1982;Transformer;128;256;4;2;210;12;1;2;5;0.1
1983;Transformer;128;384;4;2;210;12;1;2;5;0.1
1984;Transformer;128;512;4;2;210;12;1;2;5;0.1
1985;Transformer;32;64;2;4;210;12;1;2;5;0.1
1986;Transformer;32;96;2;4;210;12;1;2;5;0.1
1987;Transformer;32;128;2;4;210;12;1;2;5;0.1
1988;Transformer;64;128;2;4;210;12;1;2;5;0.1
1989;Transformer;64;192;2;4;210;12;1;2;5;0.1
1990;Transformer;64;256;2;4;210;12;1;2;5;0.1
1991;Transformer;128;256;2;4;210;12;1;2;5;0.1
1992;Transformer;128;384;2;4;210;12;1;2;5;0.1
1993;Transformer;128;512;2;4;210;12;1;2;5;0.1
1994;Transformer;32;64;3;4;210;12;1;2;5;0.1
1995;Transformer;32;96;3;4;210;12;1;2;5;0.1
1996;Transformer;32;128;3;4;210;12;1;2;5;0.1
1997;Transformer;64;128;3;4;210;12;1;2;5;0.1
1998;Transformer;64;192;3;4;210;12;1;2;5;0.1
1999;Transformer;64;256;3;4;210;12;1;2;5;0.1
2000;Transformer;128;256;3;4;210;12;1;2;5;0.1
2001;Transformer;128;384;3;4;210;12;1;2;5;0.1
2002;Transformer;128;512;3;4;210;12;1;2;5;0.1
2003;Transformer;32;64;4;4;210;12;1;2;5;0.1
2004;Transformer;32;96;4;4;210;12;1;2;5;0.1
2005;Transformer;32;128;4;4;210;12;1;2;5;0.1
2006;Transformer;64;128;4;4;210;12;1;2;5;0.1
2007;Transformer;64;192;4;4;210;12;1;2;5;0.1
2008;Transformer;64;256;4;4;210;12;1;2;5;0.1
2009;Transformer;128;256;4;4;210;12;1;2;5;0.1
2010;Transformer;128;384;4;4;210;12;1;2;5;0.1
2011;Transformer;128;512;4;4;210;12;1;2;5;0.1
2012;Transformer;32;64;2;8;210;12;1;2;5;0.1
2013;Transformer;32;96;2;8;210;12;1;2;5;0.1
2014;Transformer;32;128;2;8;210;12;1;2;5;0.1
2015;Transformer;64;128;2;8;210;12;1;2;5;0.1
2016;Transformer;64;192;2;8;210;12;1;2;5;0.1
2017;Transformer;64;256;2;8;210;12;1;2;5;0.1
2018;Transformer;128;256;2;8;210;12;1;2;5;0.1
2019;Transformer;128;384;2;8;210;12;1;2;5;0.1
2020;Transformer;128;512;2;8;210;12;1;2;5;0.1
2021;Transformer;32;64;3;8;210;12;1;2;5;0.1
2022;Transformer;32;96;3;8;210;12;1;2;5;0.1
2023;Transformer;32;128;3;8;210;12;1;2;5;0.1
2024;Transformer;64;128;3;8;210;12;1;2;5;0.1
2025;Transformer;64;192;3;8;210;12;1;2;5;0.1
2026;Transformer;64;256;3;8;210;12;1;2;5;0.1
2027;Transformer;128;256;3;8;210;12;1;2;5;0.1
2028;Transformer;128;384;3;8;210;12;1;2;5;0.1
2029;Transformer;128;512;3;8;210;12;1;2;5;0.1
2030;Transformer;32;64;4;8;210;12;1;2;5;0.1
2031;Transformer;32;96;4;8;210;12;1;2;5;0.1
2032;Transformer;32;128;4;8;210;12;1;2;5;0.1
2033;Transformer;64;128;4;8;210;12;1;2;5;0.1
2034;Transformer;64;192;4;8;210;12;1;2;5;0.1
2035;Transformer;64;256;4;8;210;12;1;2;5;0.1
2036;Transformer;128;256;4;8;210;12;1;2;5;0.1
2037;Transformer;128;384;4;8;210;12;1;2;5;0.1
2038;Transformer;128;512;4;8;210;12;1;2;5;0.1
2039;Transformer;32;64;2;2;220;12;1;2;5;0.1
2040;Transformer;32;96;2;2;220;12;1;2;5;0.1
2041;Transformer;32;128;2;2;220;12;1;2;5;0.1
2042;Transformer;64;128;2;2;220;12;1;2;5;0.1
2043;Transformer;64;192;2;2;220;12;1;2;5;0.1
2044;Transformer;64;256;2;2;220;12;1;2;5;0.1
2045;Transformer;128;256;2;2;220;12;1;2;5;0.1
2046;Transformer;128;384;2;2;220;12;1;2;5;0.1
2047;Transformer;128;512;2;2;220;12;1;2;5;0.1
2048;Transformer;32;64;3;2;220;12;1;2;5;0.1
2049;Transformer;32;96;3;2;220;12;1;2;5;0.1
2050;Transformer;32;128;3;2;220;12;1;2;5;0.1
2051;Transformer;64;128;3;2;220;12;1;2;5;0.1
2052;Transformer;64;192;3;2;220;12;1;2;5;0.1
2053;Transformer;64;256;3;2;220;12;1;2;5;0.1
2054;Transformer;128;256;3;2;220;12;1;2;5;0.1
2055;Transformer;128;384;3;2;220;12;1;2;5;0.1
2056;Transformer;128;512;3;2;220;12;1;2;5;0.1
2057;Transformer;32;64;4;2;220;12;1;2;5;0.1
2058;Transformer;32;96;4;2;220;12;1;2;5;0.1
2059;Transformer;32;128;4;2;220;12;1;2;5;0.1
2060;Transformer;64;128;4;2;220;12;1;2;5;0.1
2061;Transformer;64;192;4;2;220;12;1;2;5;0.1
2062;Transformer;64;256;4;2;220;12;1;2;5;0.1
2063;Transformer;128;256;4;2;220;12;1;2;5;0.1
2064;Transformer;128;384;4;2;220;12;1;2;5;0.1
2065;Transformer;128;512;4;2;220;12;1;2;5;0.1
2066;Transformer;32;64;2;4;220;12;1;2;5;0.1
2067;Transformer;32;96;2;4;220;12;1;2;5;0.1
2068;Transformer;32;128;2;4;220;12;1;2;5;0.1
2069;Transformer;64;128;2;4;220;12;1;2;5;0.1
2070;Transformer;64;192;2;4;220;12;1;2;5;0.1
2071;Transformer;64;256;2;4;220;12;1;2;5;0.1
2072;Transformer;128;256;2;4;220;12;1;2;5;0.1
2073;Transformer;128;384;2;4;220;12;1;2;5;0.1
2074;Transformer;128;512;2;4;220;12;1;2;5;0.1
2075;Transformer;32;64;3;4;220;12;1;2;5;0.1
2076;Transformer;32;96;3;4;220;12;1;2;5;0.1
2077;Transformer;32;128;3;4;220;12;1;2;5;0.1
2078;Transformer;64;128;3;4;220;12;1;2;5;0.1
2079;Transformer;64;192;3;4;220;12;1;2;5;0.1
2080;Transformer;64;256;3;4;220;12;1;2;5;0.1
2081;Transformer;128;256;3;4;220;12;1;2;5;0.1
2082;Transformer;128;384;3;4;220;12;1;2;5;0.1
2083;Transformer;128;512;3;4;220;12;1;2;5;0.1
2084;Transformer;32;64;4;4;220;12;1;2;5;0.1
2085;Transformer;32;96;4;4;220;12;1;2;5;0.1
2086;Transformer;32;128;4;4;220;12;1;2;5;0.1
2087;Transformer;64;128;4;4;220;12;1;2;5;0.1
2088;Transformer;64;192;4;4;220;12;1;2;5;0.1
2089;Transformer;64;256;4;4;220;12;1;2;5;0.1
2090;Transformer;128;256;4;4;220;12;1;2;5;0.1
2091;Transformer;128;384;4;4;220;12;1;2;5;0.1
2092;Transformer;128;512;4;4;220;12;1;2;5;0.1
2093;Transformer;32;64;2;8;220;12;1;2;5;0.1
2094;Transformer;32;96;2;8;220;12;1;2;5;0.1
2095;Transformer;32;128;2;8;220;12;1;2;5;0.1
2096;Transformer;64;128;2;8;220;12;1;2;5;0.1
2097;Transformer;64;192;2;8;220;12;1;2;5;0.1
2098;Transformer;64;256;2;8;220;12;1;2;5;0.1
2099;Transformer;128;256;2;8;220;12;1;2;5;0.1
2100;Transformer;128;384;2;8;220;12;1;2;5;0.1
2101;Transformer;128;512;2;8;220;12;1;2;5;0.1
2102;Transformer;32;64;3;8;220;12;1;2;5;0.1
2103;Transformer;32;96;3;8;220;12;1;2;5;0.1
2104;Transformer;32;128;3;8;220;12;1;2;5;0.1
2105;Transformer;64;128;3;8;220;12;1;2;5;0.1
2106;Transformer;64;192;3;8;220;12;1;2;5;0.1
2107;Transformer;64;256;3;8;220;12;1;2;5;0.1
2108;Transformer;128;256;3;8;220;12;1;2;5;0.1
2109;Transformer;128;384;3;8;220;12;1;2;5;0.1
2110;Transformer;128;512;3;8;220;12;1;2;5;0.1
2111;Transformer;32;64;4;8;220;12;1;2;5;0.1
2112;Transformer;32;96;4;8;220;12;1;2;5;0.1
2113;Transformer;32;128;4;8;220;12;1;2;5;0.1
2114;Transformer;64;128;4;8;220;12;1;2;5;0.1
2115;Transformer;64;192;4;8;220;12;1;2;5;0.1
2116;Transformer;64;256;4;8;220;12;1;2;5;0.1
2117;Transformer;128;256;4;8;220;12;1;2;5;0.1
2118;Transformer;128;384;4;8;220;12;1;2;5;0.1
2119;Transformer;128;512;4;8;220;12;1;2;5;0.1
