time,model_LSTM_lon_32.pt,model_LSTM_lon_33.pt,model_LSTM_lon_34.pt,model_LSTM_lon_35.pt,model_LSTM_lon_36.pt,veh_u,veh_v
0.24,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.01306
0.25,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.01263
0.26,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.01211
0.27,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.01149
0.28,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.01078
0.29,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.01001
0.3,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.00916
0.31,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.00827
0.32,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.00733
0.33,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.00636
0.34,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.00538
0.35,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.00459
0.36,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0034
0.37,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.00242
0.38,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.00146
0.39,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.4,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.41,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.42,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.43,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.44,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.45,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.46,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.47,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.48,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.49,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.5,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.51,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.52,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.53,-0.015779487788677216,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09921905398368835,0.0,0.0
0.54,-0.015782944858074188,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09885308146476746,0.0,0.0
0.55,-0.015782944858074188,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09885308146476746,0.0,0.0
0.56,-0.015782944858074188,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09885308146476746,0.0,0.0
0.57,-0.015782944858074188,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09885308146476746,0.0,0.0
0.58,-0.015782944858074188,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09885308146476746,0.0,0.0
0.59,-0.015571914613246918,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09871603548526764,0.0,0.0
0.6,-0.015571914613246918,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09871603548526764,0.0,0.0
0.61,-0.015571914613246918,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09871603548526764,0.0,0.0
0.62,-0.015571914613246918,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09871603548526764,0.0,0.0
0.63,-0.015571914613246918,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09871603548526764,0.0,0.0
0.64,-0.015526063740253448,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09911134839057922,0.0,0.0
0.65,-0.015526063740253448,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09911134839057922,0.0,0.0
0.66,-0.015526063740253448,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09911134839057922,0.0,0.0
0.67,-0.015526063740253448,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09911134839057922,0.0,0.0
0.68,-0.015526063740253448,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09911134839057922,0.0,0.00111
0.69,-0.015596292912960052,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09909103810787201,0.0,0.00153
0.7,-0.015596292912960052,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09909103810787201,0.0,0.00202
0.71,-0.015596292912960052,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09909103810787201,0.0,0.00258
0.72,-0.015596292912960052,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09909103810787201,0.0,0.003
0.73,-0.015596292912960052,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09909103810787201,0.0,0.00338
0.74,-0.015930555760860443,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09880168735980988,0.0,0.00372
0.75,-0.015930555760860443,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09880168735980988,0.0,0.00401
0.76,-0.015930555760860443,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09880168735980988,0.0,0.00426
0.77,-0.015930555760860443,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09880168735980988,0.0,0.00446
0.78,-0.015930555760860443,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09880168735980988,0.0,0.00461
0.79,-0.020090840756893158,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09741398692131042,0.0,0.00471
0.8,-0.020090840756893158,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09741398692131042,0.0,0.00476
0.81,-0.020090840756893158,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09741398692131042,0.0,0.00476
0.82,-0.020090840756893158,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09741398692131042,0.0,0.00473
0.83,-0.020090840756893158,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09741398692131042,0.0,0.00465
0.84,-0.02191927284002304,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09893244504928589,0.0,0.00449
0.85,-0.02191927284002304,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09893244504928589,0.0,0.00433
0.86,-0.02191927284002304,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09893244504928589,0.0,0.00412
0.87,-0.02191927284002304,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09893244504928589,0.0,0.00388
0.88,-0.02191927284002304,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.09893244504928589,0.0,0.00362
0.89,-0.01995786279439926,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10302838683128357,0.0,0.00333
0.9,-0.01995786279439926,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10302838683128357,0.0,0.00302
0.91,-0.01995786279439926,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10302838683128357,0.0,0.0027
0.92,-0.01995786279439926,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10302838683128357,0.0,0.00236
0.93,-0.01995786279439926,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10302838683128357,0.0,0.00202
0.94,-0.015267990529537201,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10568779706954956,0.0,0.00175
0.95,-0.015267990529537201,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10568779706954956,0.0,0.0014
0.96,-0.015267990529537201,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10568779706954956,0.0,0.0
0.97,-0.015267990529537201,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10568779706954956,0.0,0.0
0.98,-0.015267990529537201,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10568779706954956,0.0,0.0
0.99,-0.010213114321231842,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10510794818401337,0.0,0.0
1.0,-0.010213114321231842,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10510794818401337,0.0,0.0
1.01,-0.010213114321231842,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10510794818401337,0.0,0.0
1.02,-0.010213114321231842,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10510794818401337,0.0,0.0
1.03,-0.010213114321231842,0.30193620920181274,0.4523414075374603,0.5174111127853394,0.10510794818401337,0.0,0.0
1.04,-0.004590719938278198,0.30756816267967224,0.4523414075374603,0.5174111127853394,0.10310445725917816,0.0,0.0
1.05,-0.004590719938278198,0.30756816267967224,0.4523414075374603,0.5174111127853394,0.10310445725917816,0.0,0.0
1.06,-0.004590719938278198,0.30756816267967224,0.4523414075374603,0.5174111127853394,0.10310445725917816,0.0,0.0
1.07,-0.004590719938278198,0.30756816267967224,0.4523414075374603,0.5174111127853394,0.10310445725917816,0.0,0.0
1.08,-0.004590719938278198,0.30756816267967224,0.4523414075374603,0.5174111127853394,0.10310445725917816,0.0,0.0
1.09,-0.0006568282842636108,0.32247456908226013,0.4523414075374603,0.5174111127853394,0.10032126307487488,0.0,0.0
1.1,-0.0006568282842636108,0.32247456908226013,0.4523414075374603,0.5174111127853394,0.10032126307487488,0.0,0.0
1.11,-0.0006568282842636108,0.32247456908226013,0.4523414075374603,0.5174111127853394,0.10032126307487488,0.0,0.0
1.12,-0.0006568282842636108,0.32247456908226013,0.4523414075374603,0.5174111127853394,0.10032126307487488,0.0,0.0
1.13,-0.0006568282842636108,0.32247456908226013,0.4523414075374603,0.5174111127853394,0.10032126307487488,0.0,0.0
1.14,0.001027815043926239,0.36208659410476685,0.4523414075374603,0.5174111127853394,0.0966753214597702,0.0,0.0
1.15,0.001027815043926239,0.36208659410476685,0.4523414075374603,0.5174111127853394,0.0966753214597702,0.0,0.0
1.16,0.001027815043926239,0.36208659410476685,0.4523414075374603,0.5174111127853394,0.0966753214597702,0.0,0.0
1.17,0.001027815043926239,0.36208659410476685,0.4523414075374603,0.5174111127853394,0.0966753214597702,0.0,0.0
1.18,0.001027815043926239,0.36208659410476685,0.4523414075374603,0.5174111127853394,0.0966753214597702,0.0,0.0
1.19,0.0041230469942092896,0.40411704778671265,0.4523414075374603,0.5174111127853394,0.09526029229164124,0.0,0.0
1.2,0.0041230469942092896,0.40411704778671265,0.4523414075374603,0.5174111127853394,0.09526029229164124,0.0,0.0
1.21,0.0041230469942092896,0.40411704778671265,0.4523414075374603,0.5174111127853394,0.09526029229164124,0.0,0.0
1.22,0.0041230469942092896,0.40411704778671265,0.4523414075374603,0.5174111127853394,0.09526029229164124,0.0,0.0
1.23,0.0041230469942092896,0.40411704778671265,0.4523414075374603,0.5174111127853394,0.09526029229164124,0.0,0.0
1.24,0.016994602978229523,0.4275866746902466,0.4523414075374603,0.5174111127853394,0.09761695563793182,0.0,0.0
1.25,0.016994602978229523,0.4275866746902466,0.4523414075374603,0.5174111127853394,0.09761695563793182,0.0,0.0
1.26,0.016994602978229523,0.4275866746902466,0.4523414075374603,0.5174111127853394,0.09761695563793182,0.0,0.0
1.27,0.016994602978229523,0.4275866746902466,0.4523414075374603,0.5174111127853394,0.09761695563793182,0.0,0.0
1.28,0.016994602978229523,0.4275866746902466,0.4523414075374603,0.5174111127853394,0.09761695563793182,0.0,0.0
