time,veh_u,veh_v,model_LSTM_lon_32.pt,model_LSTM_lon_33.pt,model_LSTM_lon_34.pt,model_LSTM_lon_35.pt,model_LSTM_lon_36.pt,model_LSTM_lon_37.pt,model_LSTM_lon_38.pt,model_LSTM_lon_39.pt,model_LSTM_lon_40.pt,model_LSTM_lon_41.pt,model_LSTM_lon_42.pt,model_LSTM_lon_43.pt,model_LSTM_lon_44.pt,model_LSTM_lon_45.pt,model_LSTM_lon_46.pt,model_LSTM_lon_47.pt,model_LSTM_lon_48.pt,model_LSTM_lon_49.pt,model_LSTM_lon_50.pt,model_LSTM_lon_51.pt,model_LSTM_lon_52.pt,model_LSTM_lon_53.pt,model_LSTM_lon_54.pt,model_LSTM_lon_55.pt,model_LSTM_lon_56.pt,model_LSTM_lon_57.pt,model_LSTM_lon_58.pt,model_LSTM_lon_59.pt,model_LSTM_lon_60.pt,model_LSTM_lon_61.pt
0.0,0.02873,0.0,0.015252478420734406,0.28199800848960876,0.26969075202941895,0.29252487421035767,0.010472878813743591,0.23231443762779236,0.029109857976436615,0.31726014614105225,0.006891630589962006,0.026325860992074013,0.024270854890346527,0.20019450783729553,0.003725680522620678,0.03907908871769905,1.1431300640106201,0.18437258899211884,-0.011866122484207153,-0.02365705370903015,-0.019759654998779297,0.08603708446025848,-0.012317825108766556,0.0011417493224143982,-0.0018703006207942963,0.14808052778244019,-0.024973049759864807,0.023176036775112152,-0.0023753680288791656,0.07661601901054382,0.014976343140006065,0.3018736243247986
0.01,0.02754,0.0,0.015252478420734406,0.28199800848960876,0.26969075202941895,0.29252487421035767,0.010472878813743591,0.23231443762779236,0.029109857976436615,0.31726014614105225,0.006891630589962006,0.026325860992074013,0.024270854890346527,0.20019450783729553,0.003725680522620678,0.03907908871769905,1.1431300640106201,0.18437258899211884,-0.011866122484207153,-0.02365705370903015,-0.019759654998779297,0.08603708446025848,-0.012317825108766556,0.0011417493224143982,-0.0018703006207942963,0.14808052778244019,-0.024973049759864807,0.023176036775112152,-0.0023753680288791656,0.07661601901054382,0.014976343140006065,0.3018736243247986
0.02,0.02624,0.0,0.015252478420734406,0.28199800848960876,0.26969075202941895,0.29252487421035767,0.010472878813743591,0.23231443762779236,0.029109857976436615,0.31726014614105225,0.006891630589962006,0.026325860992074013,0.024270854890346527,0.20019450783729553,0.003725680522620678,0.03907908871769905,1.1431300640106201,0.18437258899211884,-0.011866122484207153,-0.02365705370903015,-0.019759654998779297,0.08603708446025848,-0.012317825108766556,0.0011417493224143982,-0.0018703006207942963,0.14808052778244019,-0.024973049759864807,0.023176036775112152,-0.0023753680288791656,0.07661601901054382,0.014976343140006065,0.3018736243247986
0.03,0.02485,0.0,0.015252478420734406,0.28199800848960876,0.26969075202941895,0.29252487421035767,0.010472878813743591,0.23231443762779236,0.029109857976436615,0.31726014614105225,0.006891630589962006,0.026325860992074013,0.024270854890346527,0.20019450783729553,0.003725680522620678,0.03907908871769905,1.1431300640106201,0.18437258899211884,-0.011866122484207153,-0.02365705370903015,-0.019759654998779297,0.08603708446025848,-0.012317825108766556,0.0011417493224143982,-0.0018703006207942963,0.14808052778244019,-0.024973049759864807,0.023176036775112152,-0.0023753680288791656,0.07661601901054382,0.014976343140006065,0.3018736243247986
0.04,0.02337,0.0,0.015252478420734406,0.28199800848960876,0.26969075202941895,0.29252487421035767,0.010472878813743591,0.23231443762779236,0.029109857976436615,0.31726014614105225,0.006891630589962006,0.026325860992074013,0.024270854890346527,0.20019450783729553,0.003725680522620678,0.03907908871769905,1.1431300640106201,0.18437258899211884,-0.011866122484207153,-0.02365705370903015,-0.019759654998779297,0.08603708446025848,-0.012317825108766556,0.0011417493224143982,-0.0018703006207942963,0.14808052778244019,-0.024973049759864807,0.023176036775112152,-0.0023753680288791656,0.07661601901054382,0.014976343140006065,0.3018736243247986
0.05,0.0218,0.0,0.015252478420734406,0.28199800848960876,0.26969075202941895,0.29252487421035767,0.010472878813743591,0.23231443762779236,0.029109857976436615,0.31726014614105225,0.006891630589962006,0.026325860992074013,0.024270854890346527,0.20019450783729553,0.003725680522620678,0.03907908871769905,1.1431300640106201,0.18437258899211884,-0.011866122484207153,-0.02365705370903015,-0.019759654998779297,0.08603708446025848,-0.012317825108766556,0.0011417493224143982,-0.0018703006207942963,0.14808052778244019,-0.024973049759864807,0.023176036775112152,-0.0023753680288791656,0.07661601901054382,0.014976343140006065,0.3018736243247986
0.06,0.02015,0.0,0.015252478420734406,0.28199800848960876,0.26969075202941895,0.29252487421035767,0.010472878813743591,0.23231443762779236,0.029109857976436615,0.31726014614105225,0.006891630589962006,0.026325860992074013,0.024270854890346527,0.20019450783729553,0.003725680522620678,0.03907908871769905,1.1431300640106201,0.18437258899211884,-0.011866122484207153,-0.02365705370903015,-0.019759654998779297,0.08603708446025848,-0.012317825108766556,0.0011417493224143982,-0.0018703006207942963,0.14808052778244019,-0.024973049759864807,0.023176036775112152,-0.0023753680288791656,0.07661601901054382,0.014976343140006065,0.3018736243247986
0.07,0.01842,0.0,0.015252478420734406,0.28199800848960876,0.26969075202941895,0.29252487421035767,0.010472878813743591,0.23231443762779236,0.029109857976436615,0.31726014614105225,0.006891630589962006,0.026325860992074013,0.024270854890346527,0.20019450783729553,0.003725680522620678,0.03907908871769905,1.1431300640106201,0.18437258899211884,-0.011866122484207153,-0.02365705370903015,-0.019759654998779297,0.08603708446025848,-0.012317825108766556,0.0011417493224143982,-0.0018703006207942963,0.14808052778244019,-0.024973049759864807,0.023176036775112152,-0.0023753680288791656,0.07661601901054382,0.014976343140006065,0.3018736243247986
0.08,0.01664,0.0,0.015252478420734406,0.28199800848960876,0.26969075202941895,0.29252487421035767,0.010472878813743591,0.23231443762779236,0.029109857976436615,0.31726014614105225,0.006891630589962006,0.026325860992074013,0.024270854890346527,0.20019450783729553,0.003725680522620678,0.03907908871769905,1.1431300640106201,0.18437258899211884,-0.011866122484207153,-0.02365705370903015,-0.019759654998779297,0.08603708446025848,-0.012317825108766556,0.0011417493224143982,-0.0018703006207942963,0.14808052778244019,-0.024973049759864807,0.023176036775112152,-0.0023753680288791656,0.07661601901054382,0.014976343140006065,0.3018736243247986
0.09,0.0148,0.0,0.015252478420734406,0.28199800848960876,0.26969075202941895,0.29252487421035767,0.010472878813743591,0.23231443762779236,0.029109857976436615,0.31726014614105225,0.006891630589962006,0.026325860992074013,0.024270854890346527,0.20019450783729553,0.003725680522620678,0.03907908871769905,1.1431300640106201,0.18437258899211884,-0.011866122484207153,-0.02365705370903015,-0.019759654998779297,0.08603708446025848,-0.012317825108766556,0.0011417493224143982,-0.0018703006207942963,0.14808052778244019,-0.024973049759864807,0.023176036775112152,-0.0023753680288791656,0.07661601901054382,0.014976343140006065,0.3018736243247986
