time,veh_u,veh_v,best_wheel,model_based,ekf_m_bw,veh_ref
0 sec,0.02873,0,0,-0.758278145695364,-1.51655489381841e-14,0
0.01 sec,0.02754,0,0,-0.758278145695364,1.74604902612873e-20,0
0.02 sec,0.02624,0,0,-0.758278145695364,3.11174489696909e-20,0
0.03 sec,0.02485,0,0,-0.758278145695364,5.77656410897578e-20,0
0.04 sec,0.02337,0,0,-0.758278145695364,1.14828799044305e-19,0
0.05 sec,0.0218,0,0,-0.758278145695364,2.51904207072917e-19,0
0.06 sec,0.02015,0,0,-0.758278145695364,6.21000054609898e-19,0
0.07 sec,0.01842,0,0,-0.758278145695364,1.70979225231446e-18,0
0.08 sec,0.01664,0,0,-0.758278145695364,5.1227560033205e-18,0
0.09 sec,0.0148,0,-0.00166716,-0.758278145695364,-0.00166715999983327,0
0.1 sec,0.01292,0,-0.00163348,-0.758278145695364,-0.00163347999958377,0
0.11 sec,0.01101,0,-0.00165874,-0.758278145695364,-0.00165873999958623,0
0.12 sec,0,0,0,-0.758278145695364,2.52106061721102e-13,0
0.13 sec,0,0,-0.00163348,-0.758278145695364,-0.00163347999983511,0
0.14 sec,0,0,-0.00166716,-0.758278145695364,-0.00166715999958285,0
0.15 sec,0,0,-0.00166716,-0.758278145695364,-0.00166715999958232,0
0.16 sec,0,0,-0.00166716,-0.758278145695364,-0.00166715999959581,0
0.17 sec,0,0,-0.00166716,-0.758278145695364,-0.00166715999960251,0
0.18 sec,0,0,-0.00166716,-0.758278145695364,-0.00166715999960464,0
0.19 sec,0,0,-0.00166716,-0.758278145695364,-0.00166715999960532,0
0.2 sec,0,0,-0.00170084,-0.758278145695364,-0.00170083999960209,0
0.21 sec,0,0,-0.00167558,-0.758278145695364,-0.00167557999959957,0
0.22 sec,0,0.00018,-0.00170084,-0.758278145695364,-0.00170083999960088,0
0.23 sec,0,0.00051,-0.00170084,-0.758278145695364,-0.00170083999959705,0
0.24 sec,0,0.00078,-0.00170084,-0.758278145695364,-0.00170083999959705,0
0.25 sec,0,0.00099,-0.00170084,-0.758278145695364,-0.00170083999959705,0
0.26 sec,0,0.00114,-0.00170084,-0.758278145695364,-0.00170083999959705,0
0.27 sec,0,0.00124,0,-0.758278145695364,2.3286364156383e-13,0
0.28 sec,0,0.00128,0,-0.758278145695364,-2.50784094012191e-14,0
0.29 sec,0,0.00127,-0.00170084,-0.758278145695364,-0.00170083999985497,0
0.3 sec,0,0.00121,0,-0.758278145695364,2.32873182542948e-13,0
0.31 sec,0,0.00112,-0.00170926,-0.758278145695364,-0.00170925999985416,0
0.32 sec,0,0.00098,-0.00010104,-0.758278145695364,-0.000101039999755733,0
0.33 sec,0,0.0008,0,-0.758278145695364,-9.76746895170466e-15,0
0.34 sec,0,0.0006,-0.00170926,-0.758278145695364,-0.00170925999985413,0
0.35 sec,0,0.000419999999999998,0,-0.758278145695364,2.34147336936052e-13,0
0.36 sec,0,0.00012,0,-0.758278145695364,-2.50821498987142e-14,0
0.37 sec,0,0,0,-0.758278145695364,-2.50561832566831e-14,0
0.38 sec,0,0,0,-0.758278145695364,-2.50698984141651e-14,0
0.39 sec,0,0,0,-0.758278145695364,-2.50626342596094e-14,0
0.4 sec,0,0,0,-0.758278145695364,-2.50664831773217e-14,0
0.41 sec,0,0,0,-0.758278145695364,-2.50644774033026e-14,0
0.42 sec,0,0,0,-0.758278145695364,-2.50655616054751e-14,0
0.43 sec,0,0,-0.00171768,-0.758278145695364,-0.0017176799998533,0
0.44 sec,0,0,0,-0.758278145695364,2.35430598627406e-13,0
0.45 sec,0,0,-0.00170926,-0.758278145695364,-0.00170925999985416,0
0.46 sec,0,0,0,-0.758278145695364,2.34164684170812e-13,0
0.47 sec,0,0,0,-0.758278145695364,-2.50913656171803e-14,0
0.48 sec,0,0,0,-0.758278145695364,-2.50513043469069e-14,0
0.49 sec,0,0,0,-0.758278145695364,-2.5072500499379e-14,0
0.5 sec,0,0,-0.00170926,-0.758278145695364,-0.00170925999985414,0
0.51 sec,0,0,-0.001684,-0.758278145695364,-0.00168399999959745,0
0.52 sec,0,0,-0.001684,-0.758278145695364,-0.0016839999996013,0
0.53 sec,0,0,-0.001684,-0.758278145695364,-0.00168399999960129,0
0.54 sec,0,0,0,-0.758278145695364,2.30307960202847e-13,0
0.55 sec,0,0,0,-0.758278145695364,-2.50774336192638e-14,0
0.56 sec,0,0,-0.00167558,-0.758278145695364,-0.0016755799998575,0
0.57 sec,0,0,-1.86026749560142e-17,-0.758278145695364,2.29023831149755e-13,0
0.58 sec,0,0,-0.00167558,-0.758278145695364,-0.00167557999985753,0
0.59 sec,0,0,0,-0.758278145695364,2.29055489853192e-13,0
0.6 sec,0,0,-0.00167558,-0.758278145695364,-0.00167557999985753,0
0.61 sec,0,0,0,-0.758278145695364,2.29059392981013e-13,0
0.62 sec,0,0,0,-0.758278145695364,-2.50922329789183e-14,0
0.63 sec,0,0,0,-0.758278145695364,-2.50508164559293e-14,0
0.64 sec,0,0.00032,0,-0.758278145695364,-2.50727715499222e-14,0
0.65 sec,0,0.00075,-0.00167558,-0.758278145695364,-0.0016755799998575,0
0.66 sec,0,0.00118,0,-0.758278145695364,2.29043780469729e-13,0
0.67 sec,0,0.00162,-0.00167558,-0.758278145695364,-0.00167557999985753,0
0.68 sec,0,0.00204,0,-0.758278145695364,2.29055923534061e-13,0
0.69 sec,0,0.00237,-0.00167557999999998,-0.758278145695364,-0.00167557999985751,0
0.7 sec,0,0.00277,-1.88831172920345e-17,-0.758278145695364,2.29040311022777e-13,0
0.71 sec,0,0.00321,-0.00170084,-0.758278145695364,-0.00170083999985501,0
0.72 sec,0,0.00354,-0.00167558,-0.758278145695364,-0.00167557999959955,0
0.73 sec,0,0.00384,0,-0.758278145695364,2.29018193298458e-13,0
0.74 sec,0,0.00409,-0.00170084,-0.758278145695364,-0.00170083999985499,0
0.75 sec,0,0.00429,0,-0.758278145695364,2.32879687755982e-13,0
0.76 sec,0,0.00445,0,-0.758278145695364,-2.50869745983817e-14,0
0.77 sec,0,0.00455,0,-0.758278145695364,-2.50536353815778e-14,0
0.78 sec,0,0.00459,0,-0.758278145695364,-2.50712536668807e-14,0
0.79 sec,0,0.00457,-0.00170926,-0.758278145695364,-0.00170925999985414,0
0.8 sec,0,0.00448,0,-0.758278145695364,2.34152107425611e-13,0
0.81 sec,0,0.00433,-0.00170926,-0.758278145695364,-0.00170925999985416,0
0.82 sec,0,0.00416,0,-0.758278145695364,2.34164250489943e-13,0
0.83 sec,0,0.0039,0,-0.758278145695364,-2.50910945666372e-14,0
0.84 sec,0,0.00349,0,-0.758278145695364,-2.50514669772328e-14,0
0.85 sec,0,0.00309,-0.00170926,-0.758278145695364,-0.00170925999985415,0
0.86 sec,0,0.00263,0,-0.758278145695364,2.34157745276908e-13,0
0.87 sec,0,0.00211,0,-0.758278145695364,-2.50876251196852e-14,0
0.88 sec,0,0.00154,-0.00170926,-0.758278145695364,-0.00170925999985413,0
0.89 sec,0,0.00093,-0.00170926,-0.758278145695364,-0.00170925999959493,0
0.9 sec,0,0.00029,0,-0.758278145695364,2.34136494914328e-13,0
0.91 sec,0,0,0,-0.758278145695364,-2.50765662575259e-14,0
0.92 sec,0,0,0,-0.758278145695364,-2.50591648126575e-14,0
0.93 sec,0,0,0,-0.758278145695364,-2.50683805311236e-14,0
0.94 sec,0,0,-0.00170083999999998,-0.758278145695364,-0.00170083999985496,0
0.95 sec,0,0,-1.88831172920345e-17,-0.758278145695364,2.32856702669926e-13,0
0.96 sec,0,0,-0.00170084,-0.758278145695364,-0.001700839999855,0
0.97 sec,0,0,0,-0.758278145695364,2.32887494011624e-13,0
0.98 sec,0,0,0,-0.758278145695364,-2.50910945666372e-14,0
0.99 sec,0,0,0,-0.758278145695364,-2.50514669772328e-14,0
1 sec,0,0,0,-0.758278145695364,-2.50724462892704e-14,0
1.01 sec,0,0,-0.00167558,-0.758278145695364,-0.0016755799998575,0
1.02 sec,0,0,0,-0.758278145695364,2.29043780469729e-13,0
1.03 sec,0,0,0,-0.758278145695364,-2.50841014626246e-14,0
1.04 sec,0,0,0,-0.758278145695364,-2.50551532646193e-14,0
1.05 sec,0,0,0,-0.758278145695364,-2.50704947253599e-14,0
1.06 sec,0,0,0,-0.758278145695364,-2.50623632090663e-14,0
1.07 sec,0,0,0,-0.758278145695364,-2.50666458076476e-14,0
1.08 sec,0,0,0,-0.758278145695364,-2.50643689830854e-14,0
1.09 sec,0,0,-0.00167558,-0.758278145695364,-0.00167557999985751,0
1.1 sec,0,0,0,-0.758278145695364,2.29046382554943e-13,0
1.11 sec,0,0,0,-0.758278145695364,-2.5085348295123e-14,0
1.12 sec,0,0,-0.00167558,-0.758278145695364,-0.0016755799998575,0
1.13 sec,0,0,0,-0.758278145695364,2.29040311022777e-13,0
1.14 sec,0,0,0,-0.758278145695364,-2.50822041088228e-14,0
1.15 sec,0,0,0,-0.758278145695364,-2.50561290465745e-14,0
1.16 sec,0,0,0,-0.758278145695364,-2.50699526242737e-14,0
1.17 sec,0,0,0,-0.758278145695364,-2.50626342596094e-14,0
1.18 sec,0,0,0,-0.758278145695364,-2.50664831773217e-14,0
1.19 sec,0,0,-0.00170084,-0.758278145695364,-0.00170083999985498,0
1.2 sec,0,0,0,-0.758278145695364,2.32876651989899e-13,0
1.21 sec,0,0,0,-0.758278145695364,-2.50852940850144e-14,0
1.22 sec,0,0,0,-0.758278145695364,-2.50545027433158e-14,0
1.23 sec,0,0,-0.001684,-0.758278145695364,-0.00168399999985667,0
1.24 sec,0,0,-0.00167558,-0.758278145695364,-0.00167557999960212,0
1.25 sec,0,0.00024,-0.00167558,-0.758278145695364,-0.00167557999960342,0
1.26 sec,0,0.00098,-0.00170926,-0.758278145695364,-0.00170925999960004,0
1.27 sec,0,0.00168,0,-0.758278145695364,2.34138229637804e-13,0
1.28 sec,0,0.00234,0,-0.758278145695364,-2.50773794091552e-14,0
1.29 sec,0,0.00296,0,-0.758278145695364,-2.50587311317885e-14,0
1.3 sec,0,0.00353,-0.001684,-0.758278145695364,-0.00168399999985667,0
1.31 sec,0,0.00404,-0.00170926,-0.758278145695364,-0.00170925999959875,0
1.32 sec,0,0.00449,-0.00170084,-0.758278145695364,-0.00170083999959578,0
1.33 sec,0,0.00488,0,-0.758278145695364,2.32867544691651e-13,0
1.34 sec,0,0.0052,0,-0.758278145695364,-2.50806320156727e-14,0
1.35 sec,0,0.00545,0,-0.758278145695364,-2.50569964083125e-14,0
1.36 sec,0,0.00563,-0.001684,-0.758278145695364,-0.00168399999985667,0
1.37 sec,0,0.00574,-0.00170926,-0.758278145695364,-0.00170925999959875,0
