time,veh_u,veh_v,best_wheel,model_based,ekf_m_bw,veh_ref
0 sec,0.05073,0,0,-0.758273004922223,-1.52095946514413e-14,0
0.01 sec,0.04555,0,0,-0.758271272212486,6.02508299667377e-17,0
0.02 sec,0.04022,0,0,-0.758276066900996,-8.85405657347288e-17,0
0.03 sec,0.0348,0,0,-0.758271657063223,1.36082830998218e-16,0
0.04 sec,0.02931,0,0.0015998,-0.758280287099977,0.00159979999983981,0
0.05 sec,0.0238,0,0.0015998,-0.758268654794892,0.00159979999959774,0
0.06 sec,0.0183,0,0.0015998,-0.75828846585217,0.00159979999959685,0
0.07 sec,0.01284,0,0.0015998,-0.758256955805444,0.00159979999959832,0
0.08 sec,0,0,0.0015998,-0.758310510832954,0.00159979999959584,0
0.09 sec,0,0,0.00326696,-0.758215586241593,0.0032669599994335,0
0.1 sec,0,0,0.00326696,-0.758387334804156,0.00326695999917274,0
0.11 sec,0,0,0.00327538,-0.758045953278619,0.00327537999918689,0
0.12 sec,0,0,0.00166716,-0.758720297848107,0.00166715999931819,0
0.13 sec,0,0,0.00167558,-0.757209141838333,0.00167557999962069,0
0.14 sec,0,0,0.00167558,-0.565631234876587,0.00167557999949463,0
0.15 sec,0,0,0.00170084,-0.486268455283635,0.00170083999974236,0
0.16 sec,0,0,0.00170926,-0.490930207840333,0.00170925999930523,0
0.17 sec,0,0.00085,0.00170926,-0.491871817011214,0.00170925999984252,0
0.18 sec,0,0.00166,0,-0.49033603434613,-5.93881714638922e-13,0
0.19 sec,0,0.00241,8.42e-05,-0.491934767847105,8.42000002793902e-05,0
0.2 sec,0,0.0031,8.42e-05,-0.490334206294218,8.41999996504983e-05,0
0.21 sec,0,0.00374,8.42e-05,-0.491905366277264,8.42000002305157e-05,0
0.22 sec,0,0.00432,8.42e-05,-0.490421404754333,8.41999997178195e-05,0
0.23 sec,0,0.00485,0,-0.491741068180091,1.47893849944403e-13,0
0.24 sec,0,0.00532,-9.262e-05,-0.490644668734347,-9.26200001524667e-05,0
0.25 sec,0,0.00574,0,-0.491491188625606,8.82693440909521e-14,0
0.26 sec,0,0.0061,0,-0.490866641824174,-9.74867972805549e-14,0
0.27 sec,0,0.0064,-9.262e-05,-0.491321724922862,-9.26199999585663e-05,0
0.28 sec,0,0.00665,-9.262e-05,-0.490979659753572,-9.26200000484803e-05,0
0.29 sec,0,0.00685,0,-0.491251482991313,2.51908411665058e-14,0
0.3 sec,0,0.00701,-8.42e-05,-0.491034687930729,-8.42000000423434e-05,0
0.31 sec,0,0.00711,-8.42e-05,-0.491197915287044,-8.41999999910265e-05,0
0.32 sec,0,0.00717,-8.42e-05,-0.491093358988004,-8.42000000038769e-05,0
0.33 sec,0,0.00719,-0.00011788,-0.491133376295582,-0.000117880000000508,0
0.34 sec,0,0.00716,-8.42e-05,-0.491129262626423,-8.41999999987688e-05,0
0.35 sec,0,0.00711,-8.42000000000002e-05,-0.491129663329877,-8.42000000038769e-05,0
0.36 sec,0,0.007,-0.00011788,-0.491129631487143,-0.000117880000000508,0
0.37 sec,0,0.00687,-0.00175136,-0.491129631550547,-0.00175135999983205,0
0.38 sec,0,0.0067,-0.00175978,-0.491129632588093,-0.00175977999958348,0
0.39 sec,0,0.00651,-0.00175136,-0.4911296321475,-0.00175135999958307,0
0.4 sec,0,0.00629,-0.00175136,-0.491129632299017,-0.00175135999958434,0
0.41 sec,6.59472476627343e-17,0.00609,-0.00175136,-0.491129632249712,-0.00175135999958434,0
0.42 sec,0.01188,0.00578,-0.00175136,-0.491129632265484,-0.00175135999958434,0
0.43 sec,0.015,0.00549,-0.00175136,-0.491129632260467,-0.00175135999958434,0
0.44 sec,0.01789,0.00519,-0.00339326,-0.49112963226206,-0.00339325999942015,0
0.45 sec,0.02053,0.00486,-0.00175136,-0.491129632261555,-0.00175135999933534,0
0.46 sec,0.02288,0.00453,-0.00171768,-0.491129632261714,-0.00171767999958773,0
0.47 sec,0.02455,0.00424,-0.00171768,-0.491129632261664,-0.0017176799995928,0
0.48 sec,0.02666,0.00381,-0.00170926,-0.49112963226168,-0.00170925999959366,0
0.49 sec,0.02805,0.00344,-0.00170926,-0.491129632261675,-0.00170925999959493,0
0.5 sec,0.02909,0.00305,0,-0.491129632261677,2.34139096999542e-13,0
0.51 sec,0.02977,0.00266,0,-0.491129632261676,-2.50777588799156e-14,0
0.52 sec,0.03009,0.00226,0,-0.491129632261676,-2.5058514291354e-14,0
