time,veh_u,veh_v,best_wheel,model_based,ekf_m_bw,veh_ref
0 sec,0.0266,0,0,-0.758271581258592,-1.52153138179012e-14,0
0.01 sec,0.02313,0,0,-0.758267773927949,7.54780471386466e-17,0
0.02 sec,0.01969,0,0,-0.758273238987184,-1.23699632825834e-16,0
0.03 sec,0.01629,0,0,-0.758264591589028,2.13830079402559e-16,0
0.04 sec,0.01296,0,0,-0.758279192006607,-3.80475764961844e-16,0
0.05 sec,0.00225,0,-0.001684,-0.758253495570356,-0.00168399999983091,0
0.06 sec,0,0,-0.00167558,-0.758299651177911,-0.00167557999957831,0
0.07 sec,0,0,0,-0.758215339366989,2.56418584282381e-13,0
0.08 sec,0,0.0018,0,-0.758369466482092,-4.24225270797413e-15,0
0.09 sec,0,0.00349,-0.00167558,-0.758083266407002,-0.0016755799998246,0
0.1 sec,0,0.00507,-0.00167558,-0.758613129191476,-0.00167557999959274,0
0.11 sec,0,0.00653,-0.001684,-0.757574377334853,-0.00168399999955032,0
0.12 sec,0,0.00787,-0.00167558,-0.759666574072422,-0.00167557999962831,0
0.13 sec,0,0.00907,-0.00167558,-0.755170993318979,-0.00167557999947103,0
0.14 sec,0,0.01014,0,-0.531090483890634,2.90257184606957e-14,0
0.15 sec,0,0.01107,0,-0.489278443043379,4.3847651204354e-13,0
0.16 sec,0,0.01186,0,-0.489450462545515,-6.68109664814232e-13,0
0.17 sec,0,0.01249,0,-0.493202633954069,7.48807266193197e-13,0
0.18 sec,0,0.01299,0,-0.489051514850167,-8.36442026752593e-13,0
0.19 sec,0,0.01334,0,-0.493249209127332,7.99214860958131e-13,0
0.2 sec,0,0.01355,0,-0.48904642552297,-8.52092701952856e-13,0
0.21 sec,0,0.01362,0,-0.493249978082176,8.02928903920197e-13,0
0.22 sec,0,0.01356,0,-0.48904630067757,-8.53159556890581e-13,0
0.23 sec,0,0.01337,0,-0.493250012104889,8.0318217354769e-13,0
0.24 sec,0,0.01306,0,-0.489046292400139,-8.53230680553096e-13,0
0.25 sec,0,0.01263,0,-0.493250015048514,8.03199520782449e-13,0
0.26 sec,0,0.01211,0,-0.489046291614705,-8.53234150000048e-13,0
0.27 sec,0,0.01149,0,-0.493250015339379,8.03201255505925e-13,0
0.28 sec,0,0.01078,0,-0.489046291536204,-8.53235884723524e-13,0
0.29 sec,0,0.01001,0,-0.493250015368585,8.03201255505925e-13,0
0.3 sec,0,0.00916,0,-0.489046291528311,-8.53235884723524e-13,0
0.31 sec,0,0.00827,0,-0.493250015371523,8.03201255505925e-13,0
0.32 sec,0,0.00733,0,-0.489046291527517,-8.53235884723524e-13,0
0.33 sec,0,0.00636,0,-0.493250015371819,8.03201255505925e-13,0
0.34 sec,0,0.00538,-0.00170084,-0.489046291527437,-0.00170084000068315,0
0.35 sec,0,0.00458999999999999,-0.00170084,-0.493250015371849,-0.00170083999876878,0
0.36 sec,0,0.0034,-0.00174294,-0.489046291527429,-0.00174294000042102,0
0.37 sec,0,0.00242,-0.00173452,-0.493250015371852,-0.00173451999875908,0
0.38 sec,0,0.00146,0,-0.489046291527428,-5.90199764061161e-13,0
0.39 sec,0,0.00054,0,-0.493250015371852,8.0313013184341e-13,0
0.4 sec,0,0,0,-0.489046291527428,-8.53225476382669e-13,0
0.41 sec,0,0,0,-0.493250015371852,8.0318217354769e-13,0
0.42 sec,0,0,0,-0.489046291527428,-8.53232415276572e-13,0
0.43 sec,0,0,0,-0.493250015371852,8.03196051335497e-13,0
0.44 sec,0,0,0,-0.489046291527428,-8.53234150000048e-13,0
0.45 sec,0,0,0,-0.493250015371852,8.03199520782449e-13,0
0.46 sec,0,0,0,-0.489046291527428,-8.53235884723524e-13,0
0.47 sec,0,0,0,-0.493250015371852,8.03201255505925e-13,0
0.48 sec,0,0,0,-0.489046291527428,-8.53235884723524e-13,0
0.49 sec,0,0,0,-0.493250015371852,8.03201255505925e-13,0
0.5 sec,0,0,0,-0.489046291527428,-8.53235884723524e-13,0
0.51 sec,0,0,-0.00167558,-0.493250015371852,-0.00167557999902924,0
0.52 sec,0,0,-0.001684,-0.489046291527428,-0.00168400000043073,0
0.53 sec,0,0,0,-0.493250015371852,1.05851785670019e-12,0
