time,veh_u,veh_v,best_wheel,model_based,ekf_m_bw,veh_ref
1.8 sec,0.05193,0,-0.00170926,-0.758278145695364,-0.00170925999984138,0
1.81 sec,0.06276,0,-0.00171768,-0.758278145695364,-0.00171767999959407,0
1.82 sec,0.07496,0,-0.00010946,-0.758278145695364,-0.000109459999753647,0
1.83 sec,0.08861,0,-0.00013472,-0.758278145695364,-0.000134719999995001,0
1.84 sec,0.10374,0,-0.00011788,-0.758278145695364,-0.000117879999992843,0
1.85 sec,0.12041,0,-0.00015998,-0.758278145695364,-0.000159979999991193,0
1.86 sec,0.13865,0,-0.00180188,-0.758278145695364,-0.00180187999982061,0
1.87 sec,0.15849,0,-0.00020208,-0.751544908940397,-0.000202079999058271,0
1.88 sec,0.175570000000001,0,-0.000218920000000001,-0.751544908940397,-0.000218919999299278,0
1.89 sec,0.198340000000001,0,-0.000277859999999749,-0.7448116708601,-0.000277859998617203,2.96207502969992e-16
1.9 sec,0.222740000000001,0,0.000277860000000001,-0.737330293718876,0.000277860002084167,0.0133400000000008
1.91 sec,0.248780000000001,0,0.00030312,-0.737330278174529,0.000303120001997177,0.0499500000000012
1.92 sec,0.28211,0,0.00031996,-0.737330230897124,0.000319960001991745,0.10407
1.93 sec,0.31168,0,0.00035364,-0.653163514778651,0.000353640010402528,0.14767
1.94 sec,0.34283,0,0.010943235,-0.64568109381514,0.0109432350100858,0.16754
1.95 sec,0.3755,0,0.011684195,-0.238315030781729,0.0116841950491426,0.18834
1.96 sec,0.40966,0,0.011709455,-0.238313189630913,0.0117094550490317,0.23787
1.97 sec,0.44526,0,0.011743135,-0.238295780051908,0.0117431350490224,0.30636
1.98 sec,0.48223,0,0.011759975,-0.0632247740387839,0.0117599750665189,0.38932
1.99 sec,0.52052,0,0.44669373,0.541650463094313,0.446693730078578,0.46544
2 sec,0.56005,0,0.44670204,0.630600241138219,0.44670204004145,0.50807
2.01 sec,0.592600000000002,0,0.496588830000007,0.676173211606414,0.496588830032292,0.537620000000002
2.02 sec,0.64255,0,0.524834975,0.738733818266411,0.524834975040854,0.59346
2.03 sec,0.676810000000002,0,0.604849980000007,0.727638305446581,0.604849980034037,0.634550000000003
2.04 sec,0.72912,0,0.616119335,0.786095671897192,0.616119335033787,0.70012
2.05 sec,0.77373,0,0.751684425,0.994716579602991,0.751684425042298,0.75566
2.06 sec,0.8191,0,0.76861692,0.909395608605778,0.768616920037515,0.80727
2.07 sec,0.86518,0,0.79036867,1.04901837296994,0.790368670045042,0.85644
2.08 sec,0.91185,0,0.892818765,1.04495607430833,0.89281876504067,0.90203
2.09 sec,0.95907,0,0.892789925,1.08840268364312,0.892789925040189,0.94772
2.1 sec,1.00675,0,0.983152215,1.15581229052929,0.983152215038919,0.99787
2.11 sec,1.05482,0,0.98876465,1.17490500803023,0.988764650039308,1.04965
2.12 sec,1.10319,0,1.067822415,1.25698061096968,1.06782241504038,1.1015
2.13 sec,1.15183,0,1.090343905,1.26448427705643,1.09034390503945,1.15305
2.14 sec,1.20066,0,1.158081075,1.33328064203907,1.15808107503873,1.20312
2.15 sec,1.24964,0,1.19732561,1.39684346493843,1.19732561004112,1.25236
2.16 sec,1.29871,0,1.25960337,1.4011527785481,1.25960337003715,1.30116
2.17 sec,1.34785,0,1.30479087,1.49076923861437,1.30479087003794,1.34896
2.18 sec,1.39701,0,1.338681495,1.47082361596507,1.33868149503822,1.39455
2.19 sec,1.44616,0,1.389515625,1.51779379579418,1.38951562503778,1.44032
2.2 sec,1.49528,0,1.44035335588454,1.55017392040024,1.44035335592292,1.48879
2.21 sec,1.54435,0,1.48554087,1.56596541632987,1.48554087003739,1.53857
2.22 sec,1.59336,0,1.536375,1.63439228357434,1.53637500003768,1.5892
2.23 sec,1.64231,0,1.59850962,1.67542628715588,1.59850962003289,1.64013
2.24 sec,1.6912,0,1.6606404336942,1.69133777318011,1.66064043371518,1.69006
2.25 sec,1.74002,0,1.69453125,1.73351848607607,1.69453125001357,1.7405
2.26 sec,1.77913,0,1.73971875,1.77189858452069,1.73971875000932,1.78218
2.27 sec,1.83751,0,1.796203125,1.8448863025119,1.79620312500828,1.84646
2.28 sec,1.87659,0,1.8526875,1.89994022221067,1.85268750000762,1.89255
2.29 sec,1.93492,0,1.91482162367813,1.94988102901817,1.91482162368376,1.96106
2.3 sec,1.974,0,1.96000911196553,1.99323139084344,1.96000911197014,2.0014
2.31 sec,2.0324,0,2.00519712,2.04258445229956,2.0051971200048,2.06018
2.32 sec,2.08122,0,2.067328125,2.10603684695767,2.06732812500495,2.11428
2.33 sec,2.13014,0,2.1238125,2.14645636472868,2.12381250000318,2.16963
2.34 sec,2.17916,0,2.18594712,2.20982877988653,2.18594712000287,2.22379
2.35 sec,2.22833,0,2.225484375,2.25744394724398,2.22548437500361,2.2779
2.36 sec,2.27766,0,2.27632212,2.31392865349049,2.27632212000426,2.33147
2.37 sec,2.32721,0,2.34975,2.36906003748078,2.34975000000242,2.38699
2.38 sec,2.37688,0,2.400587745,2.4274990256036,2.40058774500288,2.44768
2.39 sec,2.42683,0,2.440125,2.4721767741588,2.44012500000339,2.51175
2.4 sec,2.47699,0,2.519203125,2.54365442593865,2.51920312500264,2.58036
2.41 sec,2.52741,0,2.59263462,2.61196620771723,2.592634620002,2.64667
2.42 sec,2.57809,0,2.649118995,2.67582847374561,2.64911899500266,2.7027
2.43 sec,2.62903,0,2.70560337,2.72563536818137,2.70560337000192,2.75488
2.44 sec,2.68023,0,2.76208544680521,2.77356440219239,2.76208544680625,2.80559
2.45 sec,2.73168,0,2.80162266890824,2.81021856498644,2.80162266890901,2.8565
2.46 sec,2.7834,0,2.84681013130999,2.85377116639448,2.84681013131061,2.91129
2.47 sec,2.83535,0,2.94283510292067,2.93847799059019,2.94283510292017,2.96667
2.48 sec,2.88753,0,2.98802235841868,2.99580191715381,2.98802235841951,3.01985
2.49 sec,2.93993,0,3.01626249773634,3.03546689814398,3.01626249773815,3.07259
2.5 sec,2.99251,0,3.05580310290263,3.0922564802361,3.05580310290599,3.12734
2.51 sec,3.03481,0,3.14052732998971,3.14690631392315,3.14052732998977,3.16969
2.52 sec,3.09817,0,3.17441765794019,3.18602682707481,3.17441765794124,3.22271
2.53 sec,3.14068,0,3.219609375,3.23474086655842,3.2196093750013,3.25611
2.54 sec,3.20429,0,3.24219775526467,3.28192900791534,3.24219775526833,3.3106
2.55 sec,3.24692,0,3.28173825703639,3.33104411544943,3.28173825704049,3.35016
2.56 sec,3.31064,0,3.372118995,3.37914079338654,3.37211899499962,3.42143
2.57 sec,3.36381,0,3.42294550533802,3.43789421916934,3.42294550533935,3.48393
2.58 sec,3.41695,0,3.49072585045559,3.49147597525811,3.49072585045529,3.53778
2.59 sec,3.47002,0,3.5246152676337,3.53979302832027,3.5246152676352,3.59035
2.6 sec,3.52299,0,3.6036919533459,3.59399504108367,3.60369195334452,3.64705
2.61 sec,3.57584,0,3.6432312990307,3.64637375587365,3.64323129903129,3.703
2.62 sec,3.62853,0,3.69971355463262,3.69817036136298,3.69971355463237,3.75462
2.63 sec,3.68104,0,3.76184278351952,3.74888840317273,3.76184278351827,3.80354
2.64 sec,3.73335,0,3.79573104859517,3.79570818617834,3.79573104859558,3.84889
2.65 sec,3.78544,0,3.84656603180192,3.83761518823827,3.84656603180103,3.89454
2.66 sec,3.8373,0,3.87480370876492,3.88550426324695,3.87480370876629,3.94526
2.67 sec,3.88892,0,3.94258180121069,3.93307063425692,3.94258180120938,3.99824
2.68 sec,3.94029,0,3.982150245,3.98119747378752,3.98215024500024,4.05233
2.69 sec,3.99139,0,4.055578125,4.03731620975556,4.05557812499821,4.10631
2.7 sec,4.04224,0,4.10072824063202,4.08194873870861,4.10072824063081,4.15755
2.71 sec,4.09283,0,4.15156299966668,4.13412947192135,4.15156299966564,4.20893
2.72 sec,4.14318,0,4.185493995,4.1810224143413,4.18549399500022,4.26362
2.73 sec,4.1933,0,4.247625,4.23477833927777,4.24762499999889,4.31855
2.74 sec,4.24319,0,4.30975962,4.29123892674934,4.30975961999865,4.37086
2.75 sec,4.29288,0,4.34924487469272,4.33581058154487,4.34924487469213,4.42268
2.76 sec,4.33259,0,4.41137657257128,4.38537389410512,4.41137657256923,4.46492
2.77 sec,4.39172,0,4.46791587,4.44005420017322,4.4679158699983,4.52833
2.78 sec,4.43118,0,4.51875,4.49726714551921,4.51874999999904,4.57112
2.79 sec,4.49001,0,4.56952878282221,4.54694439351636,4.56952878282088,4.63415
2.8 sec,4.52933,0,4.62036225690068,4.5938449473957,4.62036225689902,4.67372
2.81 sec,4.58796,0,4.682556495,4.64706438866556,4.68255649499763,4.73223
2.82 sec,4.63689,0,4.727743995,4.69974860888428,4.7277439949988,4.78477
2.83 sec,4.68581,0,4.77851646618334,4.74695238017002,4.77851646618146,4.8375
2.84 sec,4.73477,0,4.82935355521516,4.79561262941181,4.82935355521324,4.88701
2.85 sec,4.7838,0,4.87460337,4.84453156600701,4.87460336999857,4.9367
2.86 sec,4.8329,0,4.93102411832544,4.8917157721344,4.93102411832294,4.98946
2.87 sec,4.88213,0,4.97056086316943,4.93940259819141,4.9705608631682,5.04384
2.88 sec,4.93148,0,5.0326959534603,4.99617863868193,5.03269595345815,5.1006
2.89 sec,4.98099,0,5.08359375,5.04820427505347,5.08359374999825,5.15573
2.9 sec,5.03069,0,5.13437010760265,5.09687632204421,5.13437010760065,5.20343
2.91 sec,5.08053,0,5.17955957426552,5.14798143926561,5.17955957426424,5.25061
2.92 sec,5.1306,0,5.24169333023242,5.19852591165794,5.2416933302297,5.30368
2.93 sec,5.18087,0,5.29253391920924,5.24800584851094,5.29253391920699,5.35892
2.94 sec,5.23135,0,5.35471875,5.30123438902192,5.35471874999694,5.41527
2.95 sec,5.28205,0,5.40550836291529,5.35779661073097,5.40550836291329,5.47007
2.96 sec,5.33296,0,5.4450475364657,5.40835006545268,5.44504753646453,5.51905
2.97 sec,5.38408,0,5.50718364888791,5.4620233195813,5.50718364888533,5.56653
2.98 sec,5.43539,0,5.55801957819549,5.51195394154864,5.53606845841866,5.61498
2.99 sec,5.48689,0,5.59756231470815,5.55912696119872,5.57207420302804,5.66493
3 sec,5.53858,0,5.65969479199587,5.61011312544392,5.6170944627298,5.71893
3.01 sec,5.58013,0,5.70488408107529,5.66163649587894,5.66542604804608,5.76333
3.02 sec,5.64236,0,5.76701912451427,5.71383751661991,5.71590885680128,5.82791
3.03 sec,5.68413,0,5.81220737063599,5.76732058708419,5.76846059550778,5.87074
3.04 sec,5.74662,0,5.863078125,5.81759757187153,5.81823030444751,5.93434
3.05 sec,5.78852,0,5.9138816875992,5.86812955594284,5.86848311867724,5.97661
3.06 sec,5.85116,0,5.9703665433164,5.91434030835634,5.91453947078457,6.04001
3.07 sec,5.89312,0,6.03249820352236,5.96822955929278,5.96834216654396,6.08136
3.08 sec,5.95578,0,6.0833356700309,6.02021988023647,6.02028402584443,6.13671
3.09 sec,6.00806,0,6.1059302991639,6.06108965663038,6.0611265532043,6.18208
3.1 sec,6.06027,0,6.15111855399359,6.10748804742165,6.10750934231343,6.23284
3.11 sec,6.11242,0,6.20760263798352,6.16399927519274,6.16401159868277,6.28459
3.12 sec,6.16446,0,6.25843750274323,6.21433573931894,6.21434293094367,6.33332
3.13 sec,6.21639,0,6.32057181251775,6.26332176138991,6.26332598403533,6.38245
3.14 sec,6.26818,0,6.32621920890098,6.30412608631017,6.30412858483865,6.43397
3.15 sec,6.31982,0,6.3940011184711,6.35329754817051,6.35329902983315,6.48872
3.16 sec,6.37129,0,6.46178303286503,6.41100179205224,6.41100267337163,6.55126
3.17 sec,6.42259,0,6.540890625,6.47073448920592,6.47073501636895,6.61373
3.18 sec,6.47371,0,6.58605004725169,6.52581498409834,6.52581530175811,6.66758
3.19 sec,6.52464,0,6.63691587,6.57369877395309,6.57369896678568,6.7187
3.2 sec,6.5754,0,6.693400245,6.62634837191813,6.62634848938821,6.76967
3.21 sec,6.62596,0,6.72729087,6.68381334483047,6.68381341667078,6.82064
3.22 sec,6.67635,0,6.783775245,6.73571710115162,6.73571714538657,6.8718
3.23 sec,6.72658,0,6.828962745,6.7802677072541,6.78026773467097,6.92569
3.24 sec,6.77666,0,6.89671996124049,6.83138488791495,6.83138490495049,6.98759
3.25 sec,6.82661,0,6.98144533381783,6.89406343043768,6.89406344104298,7.05177
3.26 sec,6.86658,0,7.032306495,6.95249822521396,6.95249823185955,7.10112
3.27 sec,6.92616,0,7.077493995,7.00290137640725,7.00290138060054,7.1726
3.28 sec,6.96599,0,7.15657212,7.0617527228605,7.06175272551331,7.2176
3.29 sec,7.02543,0,7.1848125,7.11498072791604,7.11498072960472,7.28276
3.3 sec,7.06522,0,7.24694712,7.1698013276428,7.16980132872253,7.32648
3.31 sec,7.12463,0,7.29778125,7.22123829667522,7.22123829736955,7.39116
3.32 sec,7.16444,0,7.331671875,7.27531659470845,7.2753165951566,7.43368
3.33 sec,7.22398,0,7.42767747374978,7.33084966255461,7.330849662846,7.49715
3.34 sec,7.27379,0,7.47288462,7.38491182154061,7.38491182173135,7.55133
3.35 sec,7.32374,0,7.51805308988797,7.43803699890394,7.43803699902971,7.60676
3.36 sec,7.37383,0,7.5971316923868,7.49418112531475,7.49418112539882,7.66433
3.37 sec,7.42425,0,7.61972538721175,7.54667594932338,7.54667594937993,7.72295
3.38 sec,7.47461,0,7.68185624048479,7.60226598571505,7.60226598575373,7.78182
3.39 sec,7.52535,0,7.755306495,7.65528563494188,7.65528563496926,7.83909
3.4 sec,7.57633,0,7.80047579801468,7.70775790198345,7.7077579020033,7.89131
3.41 sec,7.62762,0,7.84566319260132,7.76108445331348,7.76108445332823,7.94158
3.42 sec,7.67917,0,7.88520035536885,7.81102211676228,7.81102211677349,7.99054
