time,veh_u,veh_v,model_GRU_lon_239.pt,model_GRU_lon_240.pt,model_GRU_lon_241.pt,model_GRU_lon_242.pt,model_GRU_lon_243.pt,model_GRU_lon_244.pt,model_GRU_lon_245.pt,model_GRU_lon_246.pt,model_GRU_lon_247.pt,model_GRU_lon_248.pt,model_GRU_lon_249.pt,model_GRU_lon_250.pt,model_GRU_lon_251.pt,model_GRU_lon_252.pt,model_GRU_lon_253.pt,model_GRU_lon_254.pt,model_GRU_lon_255.pt,model_GRU_lon_256.pt
0.0,0.02213,0.02112,-0.028534958139061928,0.006699785590171814,0.0011333897709846497,-0.02290927618741989,0.026448898017406464,0.02040787972509861,-0.0018539130687713623,0.01491093635559082,0.019412033259868622,-0.026281509548425674,-0.008817784488201141,0.04302127659320831,-0.007839031517505646,-0.022065408527851105,-0.027447005733847618,-0.018753118813037872,-0.02247798442840576,-0.057295843958854675
0.01,0.02182,0.01911,-0.028534958139061928,0.006699785590171814,0.0011333897709846497,-0.02290927618741989,0.026448898017406464,0.02040787972509861,-0.0018539130687713623,0.01491093635559082,0.019412033259868622,-0.026281509548425674,-0.008817784488201141,0.04302127659320831,-0.007839031517505646,-0.022065408527851105,-0.027447005733847618,-0.018753118813037872,-0.02247798442840576,-0.057295843958854675
0.02,0.02141,0.01713,-0.028534958139061928,0.006699785590171814,0.0011333897709846497,-0.02290927618741989,0.026448898017406464,0.02040787972509861,-0.0018539130687713623,0.01491093635559082,0.019412033259868622,-0.026281509548425674,-0.008817784488201141,0.04302127659320831,-0.007839031517505646,-0.022065408527851105,-0.027447005733847618,-0.018753118813037872,-0.02247798442840576,-0.057295843958854675
0.03,0.02088,0.01519,-0.028534958139061928,0.006699785590171814,0.0011333897709846497,-0.02290927618741989,0.026448898017406464,0.02040787972509861,-0.0018539130687713623,0.01491093635559082,0.019412033259868622,-0.026281509548425674,-0.008817784488201141,0.04302127659320831,-0.007839031517505646,-0.022065408527851105,-0.027447005733847618,-0.018753118813037872,-0.02247798442840576,-0.057295843958854675
0.04,0.02024,0.0133,-0.028534958139061928,0.006699785590171814,0.0011333897709846497,-0.02290927618741989,0.026448898017406464,0.02040787972509861,-0.0018539130687713623,0.01491093635559082,0.019412033259868622,-0.026281509548425674,-0.008817784488201141,0.04302127659320831,-0.007839031517505646,-0.022065408527851105,-0.027447005733847618,-0.018753118813037872,-0.02247798442840576,-0.057295843958854675
0.05,0.01948,0.01147,-0.028534958139061928,0.006699785590171814,0.0011333897709846497,-0.02290927618741989,0.026448898017406464,0.02040787972509861,-0.0018539130687713623,0.01491093635559082,0.019412033259868622,-0.026281509548425674,-0.008817784488201141,0.04302127659320831,-0.007839031517505646,-0.022065408527851105,-0.027447005733847618,-0.018753118813037872,-0.02247798442840576,-0.057295843958854675
0.06,0.01861,0.00972,-0.028534958139061928,0.006699785590171814,0.0011333897709846497,-0.02290927618741989,0.026448898017406464,0.02040787972509861,-0.0018539130687713623,0.01491093635559082,0.019412033259868622,-0.026281509548425674,-0.008817784488201141,0.04302127659320831,-0.007839031517505646,-0.022065408527851105,-0.027447005733847618,-0.018753118813037872,-0.02247798442840576,-0.057295843958854675
0.07,0.01763,0.00805,-0.028534958139061928,0.006699785590171814,0.0011333897709846497,-0.02290927618741989,0.026448898017406464,0.02040787972509861,-0.0018539130687713623,0.01491093635559082,0.019412033259868622,-0.026281509548425674,-0.008817784488201141,0.04302127659320831,-0.007839031517505646,-0.022065408527851105,-0.027447005733847618,-0.018753118813037872,-0.02247798442840576,-0.057295843958854675
0.08,0.01655,0.00649,-0.028534958139061928,0.006699785590171814,0.0011333897709846497,-0.02290927618741989,0.026448898017406464,0.02040787972509861,-0.0018539130687713623,0.01491093635559082,0.019412033259868622,-0.026281509548425674,-0.008817784488201141,0.04302127659320831,-0.007839031517505646,-0.022065408527851105,-0.027447005733847618,-0.018753118813037872,-0.02247798442840576,-0.057295843958854675
0.09,0.01536,0.00502,-0.028534958139061928,0.006699785590171814,0.0011333897709846497,-0.02290927618741989,0.026448898017406464,0.02040787972509861,-0.0018539130687713623,0.01491093635559082,0.019412033259868622,-0.026281509548425674,-0.008817784488201141,0.04302127659320831,-0.007839031517505646,-0.022065408527851105,-0.027447005733847618,-0.018753118813037872,-0.02247798442840576,-0.057295843958854675
