time,veh_u,veh_v,model_GRU_lon_239.pt,model_GRU_lon_240.pt,model_GRU_lon_241.pt,model_GRU_lon_242.pt,model_GRU_lon_243.pt,model_GRU_lon_244.pt,model_GRU_lon_245.pt,model_GRU_lon_246.pt,model_GRU_lon_247.pt,model_GRU_lon_248.pt,model_GRU_lon_249.pt,model_GRU_lon_250.pt,model_GRU_lon_251.pt,model_GRU_lon_252.pt,model_GRU_lon_253.pt,model_GRU_lon_254.pt,model_GRU_lon_255.pt,model_GRU_lon_256.pt
0.0,0.02873,0.0,-0.031590454280376434,-0.009392961859703064,-0.017122238874435425,-0.03040296584367752,0.018506139516830444,0.01003287173807621,-0.001703217625617981,0.007398585323244333,0.0014605522155761719,-0.02641451731324196,-0.01292014867067337,0.034992389380931854,-0.00408569723367691,-0.022711515426635742,-0.03597922623157501,-0.018062062561511993,-0.026247389614582062,-0.05988435447216034
0.01,0.02754,0.0,-0.031590454280376434,-0.009392961859703064,-0.017122238874435425,-0.03040296584367752,0.018506139516830444,0.01003287173807621,-0.001703217625617981,0.007398585323244333,0.0014605522155761719,-0.02641451731324196,-0.01292014867067337,0.034992389380931854,-0.00408569723367691,-0.022711515426635742,-0.03597922623157501,-0.018062062561511993,-0.026247389614582062,-0.05988435447216034
0.02,0.02624,0.0,-0.031590454280376434,-0.009392961859703064,-0.017122238874435425,-0.03040296584367752,0.018506139516830444,0.01003287173807621,-0.001703217625617981,0.007398585323244333,0.0014605522155761719,-0.02641451731324196,-0.01292014867067337,0.034992389380931854,-0.00408569723367691,-0.022711515426635742,-0.03597922623157501,-0.018062062561511993,-0.026247389614582062,-0.05988435447216034
0.03,0.02485,0.0,-0.031590454280376434,-0.009392961859703064,-0.017122238874435425,-0.03040296584367752,0.018506139516830444,0.01003287173807621,-0.001703217625617981,0.007398585323244333,0.0014605522155761719,-0.02641451731324196,-0.01292014867067337,0.034992389380931854,-0.00408569723367691,-0.022711515426635742,-0.03597922623157501,-0.018062062561511993,-0.026247389614582062,-0.05988435447216034
0.04,0.02337,0.0,-0.031590454280376434,-0.009392961859703064,-0.017122238874435425,-0.03040296584367752,0.018506139516830444,0.01003287173807621,-0.001703217625617981,0.007398585323244333,0.0014605522155761719,-0.02641451731324196,-0.01292014867067337,0.034992389380931854,-0.00408569723367691,-0.022711515426635742,-0.03597922623157501,-0.018062062561511993,-0.026247389614582062,-0.05988435447216034
0.05,0.0218,0.0,-0.031590454280376434,-0.009392961859703064,-0.017122238874435425,-0.03040296584367752,0.018506139516830444,0.01003287173807621,-0.001703217625617981,0.007398585323244333,0.0014605522155761719,-0.02641451731324196,-0.01292014867067337,0.034992389380931854,-0.00408569723367691,-0.022711515426635742,-0.03597922623157501,-0.018062062561511993,-0.026247389614582062,-0.05988435447216034
0.06,0.02015,0.0,-0.031590454280376434,-0.009392961859703064,-0.017122238874435425,-0.03040296584367752,0.018506139516830444,0.01003287173807621,-0.001703217625617981,0.007398585323244333,0.0014605522155761719,-0.02641451731324196,-0.01292014867067337,0.034992389380931854,-0.00408569723367691,-0.022711515426635742,-0.03597922623157501,-0.018062062561511993,-0.026247389614582062,-0.05988435447216034
0.07,0.01842,0.0,-0.031590454280376434,-0.009392961859703064,-0.017122238874435425,-0.03040296584367752,0.018506139516830444,0.01003287173807621,-0.001703217625617981,0.007398585323244333,0.0014605522155761719,-0.02641451731324196,-0.01292014867067337,0.034992389380931854,-0.00408569723367691,-0.022711515426635742,-0.03597922623157501,-0.018062062561511993,-0.026247389614582062,-0.05988435447216034
0.08,0.01664,0.0,-0.031590454280376434,-0.009392961859703064,-0.017122238874435425,-0.03040296584367752,0.018506139516830444,0.01003287173807621,-0.001703217625617981,0.007398585323244333,0.0014605522155761719,-0.02641451731324196,-0.01292014867067337,0.034992389380931854,-0.00408569723367691,-0.022711515426635742,-0.03597922623157501,-0.018062062561511993,-0.026247389614582062,-0.05988435447216034
0.09,0.0148,0.0,-0.031590454280376434,-0.009392961859703064,-0.017122238874435425,-0.03040296584367752,0.018506139516830444,0.01003287173807621,-0.001703217625617981,0.007398585323244333,0.0014605522155761719,-0.02641451731324196,-0.01292014867067337,0.034992389380931854,-0.00408569723367691,-0.022711515426635742,-0.03597922623157501,-0.018062062561511993,-0.026247389614582062,-0.05988435447216034
