time,veh_u,veh_v,model_RNN_lon_1532.pt,model_RNN_lon_1542.pt,model_RNN_lon_1552.pt,model_RNN_lon_1562.pt,model_RNN_lon_1572.pt,model_RNN_lon_1582.pt,model_RNN_lon_1592.pt,model_RNN_lon_1602.pt,model_RNN_lon_1612.pt,model_RNN_lon_1622.pt,model_RNN_lon_1632.pt,model_RNN_lon_1642.pt,model_RNN_lon_1652.pt,model_RNN_lon_1662.pt,model_RNN_lon_1672.pt,model_RNN_lon_1682.pt,model_RNN_lon_1692.pt,model_RNN_lon_1702.pt,model_RNN_lon_1712.pt,model_RNN_lon_1722.pt,model_RNN_lon_1732.pt,model_RNN_lon_1742.pt,model_RNN_lon_1752.pt,model_RNN_lon_1762.pt,model_RNN_lon_1772.pt,model_RNN_lon_1782.pt,model_RNN_lon_1792.pt,model_RNN_lon_1802.pt,model_RNN_lon_1812.pt,model_RNN_lon_1822.pt,model_RNN_lon_1832.pt,model_RNN_lon_1842.pt
0.0,0.0266,0.0,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.01,0.02313,0.0,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.02,0.01969,0.0,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.03,0.01629,0.0,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.04,0.01296,0.0,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.05,0.00225,0.0,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.06,0.0,0.0,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.07,0.0,0.0,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.08,0.0,0.0018,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.09,0.0,0.00349,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.1,0.0,0.00507,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.11,0.0,0.00653,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.12,0.0,0.00787,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.13,0.0,0.00907,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.14,0.0,0.01014,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.15,0.0,0.01107,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.16,0.0,0.01186,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.17,0.0,0.01249,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.18,0.0,0.01299,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.19,0.0,0.01334,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.2,0.0,0.01355,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.21,0.0,0.01362,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.22,0.0,0.01356,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.23,0.0,0.01337,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.24,0.0,0.01306,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.25,0.0,0.01263,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.26,0.0,0.01211,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.27,0.0,0.01149,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.28,0.0,0.01078,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.29,0.0,0.01001,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.3,0.0,0.00916,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.31,0.0,0.00827,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
0.32,0.0,0.00733,-0.004606336355209351,-0.007767319679260254,-0.00026869773864746094,0.5388990640640259,0.016704753041267395,0.027550026774406433,0.04018355906009674,0.5042430758476257,0.004622757434844971,0.002496197819709778,0.03635808825492859,0.5067868232727051,-0.019362203776836395,-0.020334359258413315,0.05177075415849686,0.4349737763404846,0.0438975989818573,0.018725544214248657,0.03498595952987671,0.5502710938453674,-0.039404481649398804,0.0022297799587249756,0.04386129975318909,0.5058990716934204,0.07896259427070618,0.015253089368343353,0.0679754689335823,0.593070387840271,-0.009744647890329361,0.024786606431007385,0.05872569605708122,0.6962451338768005
