time_series,imu_COG_acc_x,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,stwa,veh_u
9.13,0,26.0418,25.2791,26.1193,25.3601,0,0,1.1184,1.1184,0,0,0,0,0,8.3355
9.132,0,26.0418,25.2791,26.1193,25.3601,0,0,1.1184,1.1184,0,0,0,0,0,8.3353
9.134,0,26.0418,25.2791,26.1193,25.3601,0,0,1.1184,1.1184,0,0,0,0,0,8.3351
9.136,0,26.0418,25.2791,26.1193,25.3601,0,0,1.1184,1.1184,0,0,0,0,0,8.3349
9.138,0,26.0418,25.2791,26.1193,25.3601,0,0,1.1184,1.1184,0,0,0,0,0,8.3347
9.14,0,26.0389,25.2763,26.1163,25.3572,0,0,1.1184,1.1184,0,0,0,0,0,8.3345
9.142,0,26.0389,25.2763,26.1163,25.3572,0,0,1.1184,1.1184,0,0,0,0,0,8.3343
9.144,0,26.0389,25.2763,26.1163,25.3572,0,0,1.1184,1.1184,0,0,0,0,0,8.3341
9.146,0,26.0389,25.2763,26.1163,25.3572,0,0,1.1184,1.1184,0,0,0,0,0,8.3339
9.148,0,26.0389,25.2763,26.1163,25.3572,0,0,1.1184,1.1184,0,0,0,0,0,8.3338
9.15,0,26.0359,25.2734,26.1133,25.3543,0,0,1.1184,1.1184,0,0,0,0,0,8.3336
9.152,0,26.0359,25.2734,26.1133,25.3543,0,0,1.1184,1.1184,0,0,0,0,0,8.3334
9.154,0,26.0359,25.2734,26.1133,25.3543,0,0,1.1184,1.1184,0,0,0,0,0,8.3332
9.156,0,26.0359,25.2734,26.1133,25.3543,0,0,1.1184,1.1184,0,0,0,0,0,8.333
9.158,0,26.0359,25.2734,26.1133,25.3543,0,0,1.1184,1.1184,0,0,0,0,0,8.3328
9.16,0,26.0329,25.2705,26.1104,25.3514,0,0,1.1184,1.1184,0,0,0,0,0,8.3326
9.162,0,26.0329,25.2705,26.1104,25.3514,0,0,1.1184,1.1184,0,0,0,0,0,8.3324
9.164,0,26.0329,25.2705,26.1104,25.3514,0,0,1.1184,1.1184,0,0,0,0,0,8.3322
9.166,0,26.0329,25.2705,26.1104,25.3514,0,0,1.1184,1.1184,0,0,0,0,0,8.332
9.168,0,26.0329,25.2705,26.1104,25.3514,0,0,1.1184,1.1184,0,0,0,0,0,8.3319
9.17,0,26.0299,25.2677,26.1074,25.3486,0,0,1.1184,1.1184,0,0,0,0,0,8.3317
9.172,0,26.0299,25.2677,26.1074,25.3486,0,0,1.1184,1.1184,0,0,0,0,0,8.3315
9.174,0,26.0299,25.2677,26.1074,25.3486,0,0,1.1184,1.1184,0,0,0,0,0,8.3313
9.176,0,26.0299,25.2677,26.1074,25.3486,0,0,1.1184,1.1184,0,0,0,0,0,8.3311
9.178,0,26.0299,25.2677,26.1074,25.3486,0,0,1.1184,1.1184,0,0,0,0,0,8.3309
9.18,0,26.027,25.2648,26.1044,25.3457,0,0,1.1184,1.1184,0,0,0,0,0,8.3307
9.182,0,26.027,25.2648,26.1044,25.3457,0,0,1.1184,1.1184,0,0,0,0,0,8.3305
9.184,0,26.027,25.2648,26.1044,25.3457,0,0,1.1184,1.1184,0,0,0,0,0,8.3303
9.186,0,26.027,25.2648,26.1044,25.3457,0,0,1.1184,1.1184,0,0,0,0,0,8.3301
9.188,0,26.027,25.2648,26.1044,25.3457,0,0,1.1184,1.1184,0,0,0,0,0,8.33
9.19,0,26.024,25.2619,26.1014,25.3428,0,0,1.1184,1.1184,0,0,0,0,0,8.3298
9.192,0,26.024,25.2619,26.1014,25.3428,0,0,1.1184,1.1184,0,0,0,0,0,8.3296
9.194,0,26.024,25.2619,26.1014,25.3428,0,0,1.1184,1.1184,0,0,0,0,0,8.3294
9.196,0,26.024,25.2619,26.1014,25.3428,0,0,1.1184,1.1184,0,0,0,0,0,8.3292
9.198,0,26.024,25.2619,26.1014,25.3428,0,0,1.1184,1.1184,0,0,0,0,0,8.329
9.2,0,26.021,25.2591,26.0984,25.3399,0,0,1.1184,1.1184,0,0,0,0,0,8.3288
9.202,0,26.021,25.2591,26.0984,25.3399,0,0,1.1184,1.1184,0,0,0,0,0,8.3286
9.204,0,26.021,25.2591,26.0984,25.3399,0,0,1.1184,1.1184,0,0,0,0,0,8.3284
9.206,0,26.021,25.2591,26.0984,25.3399,0,0,1.1184,1.1184,0,0,0,0,0,8.3283
9.208,0,26.021,25.2591,26.0984,25.3399,0,0,1.1184,1.1184,0,0,0,0,0,8.3281
9.21,0,26.0181,25.2562,26.0955,25.337,0,0,1.1184,1.1184,0,0,0,0,0,8.3279
9.212,0,26.0181,25.2562,26.0955,25.337,0,0,1.1184,1.1184,0,0,0,0,0,8.3277
9.214,0,26.0181,25.2562,26.0955,25.337,0,0,1.1184,1.1184,0,0,0,0,0,8.3275
9.216,0,26.0181,25.2562,26.0955,25.337,0,0,1.1184,1.1184,0,0,0,0,0,8.3273
9.218,0,26.0181,25.2562,26.0955,25.337,0,0,1.1184,1.1184,0,0,0,0,0,8.3271
9.22,0,26.0151,25.2533,26.0925,25.3342,0,0,1.1184,1.1184,0,0,0,0,0,8.3269
9.222,0,26.0151,25.2533,26.0925,25.3342,0,0,1.1184,1.1184,0,0,0,0,0,8.3267
9.224,0,26.0151,25.2533,26.0925,25.3342,0,0,1.1184,1.1184,0,0,0,0,0,8.3265
9.226,0,26.0151,25.2533,26.0925,25.3342,0,0,1.1184,1.1184,0,0,0,0,0,8.3264
9.228,0,26.0151,25.2533,26.0925,25.3342,0,0,1.1184,1.1184,0,0,0,0,0,8.3262
9.23,0,26.0121,25.2505,26.0895,25.3313,0,0,1.1184,1.1184,0,0,0,0,0,8.326
9.232,0,26.0121,25.2505,26.0895,25.3313,0,0,1.1184,1.1184,0,0,0,0,0,8.3258
9.234,0,26.0121,25.2505,26.0895,25.3313,0,0,1.1184,1.1184,0,0,0,0,0,8.3256
9.236,0,26.0121,25.2505,26.0895,25.3313,0,0,1.1184,1.1184,0,0,0,0,0,8.3254
9.238,0,26.0121,25.2505,26.0895,25.3313,0,0,1.1184,1.1184,0,0,0,0,0,8.3252
9.24,0,26.0092,25.2476,26.0865,25.3284,0,0,1.1184,1.1184,0,0,0,0,0,8.325
9.242,0,26.0092,25.2476,26.0865,25.3284,0,0,1.1184,1.1184,0,0,0,0,0,8.3248
9.244,0,26.0092,25.2476,26.0865,25.3284,0,0,1.1184,1.1184,0,0,0,0,0,8.3246
9.246,0,26.0092,25.2476,26.0865,25.3284,0,0,1.1184,1.1184,0,0,0,0,0,8.3245
9.248,0,26.0092,25.2476,26.0865,25.3284,0,0,1.1184,1.1184,0,0,0,0,0,8.3243
9.25,0,26.0062,25.2447,26.0836,25.3255,0,0,1.1184,1.1184,0,0,0,0,0,8.3241
9.252,0,26.0062,25.2447,26.0836,25.3255,0,0,1.1184,1.1184,0,0,0,0,0,8.3239
9.254,0,26.0062,25.2447,26.0836,25.3255,0,0,1.1184,1.1184,0,0,0,0,0,8.3237
9.256,0,26.0062,25.2447,26.0836,25.3255,0,0,1.1184,1.1184,0,0,0,0,0,8.3235
9.258,0,26.0062,25.2447,26.0836,25.3255,0,0,1.1184,1.1184,0,0,0,0,0,8.3233
9.26,0,26.0032,25.2418,26.0806,25.3226,0,0,1.1184,1.1184,0,0,0,0,0,8.3231
9.262,0,26.0032,25.2418,26.0806,25.3226,0,0,1.1184,1.1184,0,0,0,0,0,8.3229
