time,veh_u,veh_v,model_GRU_lon_0.pt,model_GRU_lon_1.pt,model_GRU_lon_10.pt,model_GRU_lon_11.pt,model_GRU_lon_12.pt,model_GRU_lon_13.pt,model_GRU_lon_14.pt,model_GRU_lon_15.pt,model_GRU_lon_16.pt,model_GRU_lon_17.pt,model_GRU_lon_18.pt,model_GRU_lon_19.pt,model_GRU_lon_2.pt,model_GRU_lon_20.pt,model_GRU_lon_21.pt,model_GRU_lon_22.pt,model_GRU_lon_23.pt,model_GRU_lon_24.pt,model_GRU_lon_25.pt,model_GRU_lon_26.pt,model_GRU_lon_27.pt,model_GRU_lon_28.pt,model_GRU_lon_29.pt,model_GRU_lon_3.pt,model_GRU_lon_30.pt,model_GRU_lon_31.pt,model_GRU_lon_4.pt,model_GRU_lon_5.pt,model_GRU_lon_6.pt,model_GRU_lon_7.pt,model_GRU_lon_8.pt,model_GRU_lon_9.pt
0.0,0.0,0.0047,0.005815684795379639,0.02187943458557129,0.03394411504268646,0.09780445694923401,0.02304941602051258,0.0365421287715435,0.038844503462314606,0.10069355368614197,0.029703855514526367,0.025936871767044067,0.008321613073348999,0.06328311562538147,0.02105337381362915,0.02050912380218506,0.02312418818473816,0.016157954931259155,0.04296603798866272,0.05055534839630127,0.022823050618171692,0.015666574239730835,0.0558108389377594,0.03912690654397011,0.028965719044208527,0.04774254560470581,0.034194428473711014,0.07207781076431274,0.02269771695137024,0.02825431525707245,0.012300863862037659,0.08481813967227936,0.03144755959510803,0.021118000149726868
0.01,0.0,0.00433,0.005815684795379639,0.02187943458557129,0.03394411504268646,0.09780445694923401,0.02304941602051258,0.0365421287715435,0.038844503462314606,0.10069355368614197,0.029703855514526367,0.025936871767044067,0.008321613073348999,0.06328311562538147,0.02105337381362915,0.02050912380218506,0.02312418818473816,0.016157954931259155,0.04296603798866272,0.05055534839630127,0.022823050618171692,0.015666574239730835,0.0558108389377594,0.03912690654397011,0.028965719044208527,0.04774254560470581,0.034194428473711014,0.07207781076431274,0.02269771695137024,0.02825431525707245,0.012300863862037659,0.08481813967227936,0.03144755959510803,0.021118000149726868
0.02,0.0,0.00397,0.005815684795379639,0.02187943458557129,0.03394411504268646,0.09780445694923401,0.02304941602051258,0.0365421287715435,0.038844503462314606,0.10069355368614197,0.029703855514526367,0.025936871767044067,0.008321613073348999,0.06328311562538147,0.02105337381362915,0.02050912380218506,0.02312418818473816,0.016157954931259155,0.04296603798866272,0.05055534839630127,0.022823050618171692,0.015666574239730835,0.0558108389377594,0.03912690654397011,0.028965719044208527,0.04774254560470581,0.034194428473711014,0.07207781076431274,0.02269771695137024,0.02825431525707245,0.012300863862037659,0.08481813967227936,0.03144755959510803,0.021118000149726868
0.03,0.0,0.00362,0.005815684795379639,0.02187943458557129,0.03394411504268646,0.09780445694923401,0.02304941602051258,0.0365421287715435,0.038844503462314606,0.10069355368614197,0.029703855514526367,0.025936871767044067,0.008321613073348999,0.06328311562538147,0.02105337381362915,0.02050912380218506,0.02312418818473816,0.016157954931259155,0.04296603798866272,0.05055534839630127,0.022823050618171692,0.015666574239730835,0.0558108389377594,0.03912690654397011,0.028965719044208527,0.04774254560470581,0.034194428473711014,0.07207781076431274,0.02269771695137024,0.02825431525707245,0.012300863862037659,0.08481813967227936,0.03144755959510803,0.021118000149726868
0.04,0.0,0.00327,0.005815684795379639,0.02187943458557129,0.03394411504268646,0.09780445694923401,0.02304941602051258,0.0365421287715435,0.038844503462314606,0.10069355368614197,0.029703855514526367,0.025936871767044067,0.008321613073348999,0.06328311562538147,0.02105337381362915,0.02050912380218506,0.02312418818473816,0.016157954931259155,0.04296603798866272,0.05055534839630127,0.022823050618171692,0.015666574239730835,0.0558108389377594,0.03912690654397011,0.028965719044208527,0.04774254560470581,0.034194428473711014,0.07207781076431274,0.02269771695137024,0.02825431525707245,0.012300863862037659,0.08481813967227936,0.03144755959510803,0.021118000149726868
0.05,0.0,0.00294,0.005815684795379639,0.02187943458557129,0.03394411504268646,0.09780445694923401,0.02304941602051258,0.0365421287715435,0.038844503462314606,0.10069355368614197,0.029703855514526367,0.025936871767044067,0.008321613073348999,0.06328311562538147,0.02105337381362915,0.02050912380218506,0.02312418818473816,0.016157954931259155,0.04296603798866272,0.05055534839630127,0.022823050618171692,0.015666574239730835,0.0558108389377594,0.03912690654397011,0.028965719044208527,0.04774254560470581,0.034194428473711014,0.07207781076431274,0.02269771695137024,0.02825431525707245,0.012300863862037659,0.08481813967227936,0.03144755959510803,0.021118000149726868
0.06,0.0,0.00263,0.005815684795379639,0.02187943458557129,0.03394411504268646,0.09780445694923401,0.02304941602051258,0.0365421287715435,0.038844503462314606,0.10069355368614197,0.029703855514526367,0.025936871767044067,0.008321613073348999,0.06328311562538147,0.02105337381362915,0.02050912380218506,0.02312418818473816,0.016157954931259155,0.04296603798866272,0.05055534839630127,0.022823050618171692,0.015666574239730835,0.0558108389377594,0.03912690654397011,0.028965719044208527,0.04774254560470581,0.034194428473711014,0.07207781076431274,0.02269771695137024,0.02825431525707245,0.012300863862037659,0.08481813967227936,0.03144755959510803,0.021118000149726868
0.07,0.0,0.00233,0.005815684795379639,0.02187943458557129,0.03394411504268646,0.09780445694923401,0.02304941602051258,0.0365421287715435,0.038844503462314606,0.10069355368614197,0.029703855514526367,0.025936871767044067,0.008321613073348999,0.06328311562538147,0.02105337381362915,0.02050912380218506,0.02312418818473816,0.016157954931259155,0.04296603798866272,0.05055534839630127,0.022823050618171692,0.015666574239730835,0.0558108389377594,0.03912690654397011,0.028965719044208527,0.04774254560470581,0.034194428473711014,0.07207781076431274,0.02269771695137024,0.02825431525707245,0.012300863862037659,0.08481813967227936,0.03144755959510803,0.021118000149726868
0.08,0.0,0.00204,0.005815684795379639,0.02187943458557129,0.03394411504268646,0.09780445694923401,0.02304941602051258,0.0365421287715435,0.038844503462314606,0.10069355368614197,0.029703855514526367,0.025936871767044067,0.008321613073348999,0.06328311562538147,0.02105337381362915,0.02050912380218506,0.02312418818473816,0.016157954931259155,0.04296603798866272,0.05055534839630127,0.022823050618171692,0.015666574239730835,0.0558108389377594,0.03912690654397011,0.028965719044208527,0.04774254560470581,0.034194428473711014,0.07207781076431274,0.02269771695137024,0.02825431525707245,0.012300863862037659,0.08481813967227936,0.03144755959510803,0.021118000149726868
0.09,0.0,0.00178,0.005815684795379639,0.02187943458557129,0.03394411504268646,0.09780445694923401,0.02304941602051258,0.0365421287715435,0.038844503462314606,0.10069355368614197,0.029703855514526367,0.025936871767044067,0.008321613073348999,0.06328311562538147,0.02105337381362915,0.02050912380218506,0.02312418818473816,0.016157954931259155,0.04296603798866272,0.05055534839630127,0.022823050618171692,0.015666574239730835,0.0558108389377594,0.03912690654397011,0.028965719044208527,0.04774254560470581,0.034194428473711014,0.07207781076431274,0.02269771695137024,0.02825431525707245,0.012300863862037659,0.08481813967227936,0.03144755959510803,0.021118000149726868
